age,distance_from_home,education,environment_satisfaction,job_involvement,job_level,job_satisfaction,monthly_income,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,attrition
21,16,2,1,2,4,1,14219,13529,6,24,1,4,2,9,1,1,5,5,5,1
47,18,2,3,3,3,4,15274,20141,8,12,3,3,3,37,6,2,37,2,15,0
54,10,1,4,4,1,1,13612,17945,0,10,1,1,2,20,3,1,20,16,10,1
40,28,3,1,1,5,1,3808,11709,1,15,4,1,0,36,0,4,34,4,3,1
56,23,1,4,3,2,1,12090,15644,5,11,3,4,1,22,2,2,22,5,14,1
62,8,4,4,2,3,1,13260,6917,5,11,3,1,3,30,5,3,11,3,1,0
32,18,1,1,2,3,2,16295,21868,1,12,3,1,1,28,4,3,28,12,6,0
60,21,5,3,2,5,3,15837,13877,8,17,2,2,1,29,2,4,26,7,10,0
46,1,1,4,4,4,3,15669,15224,3,12,3,2,2,36,2,2,5,5,5,0
53,23,5,1,1,4,2,11523,5052,6,25,3,4,0,20,3,4,20,18,15,1
30,8,5,2,3,4,4,13762,10382,5,16,3,1,3,24,1,1,6,4,2,0
49,29,5,2,1,2,4,14769,19316,2,19,2,3,3,40,6,1,40,4,8,1
24,6,4,2,4,5,3,14731,22621,7,23,1,2,3,34,3,2,15,2,15,1
39,5,1,1,1,5,4,12877,9240,6,19,2,3,0,37,4,4,4,1,4,1
45,15,1,2,4,4,3,3456,5238,8,18,4,3,3,14,3,4,14,2,7,1
19,22,4,4,2,4,3,6423,12407,2,22,3,4,0,20,4,3,20,14,8,1
59,15,3,2,3,1,2,15246,2565,0,17,4,4,3,4,3,2,3,3,3,0
62,2,2,2,2,1,4,13846,23762,1,10,2,1,1,8,5,4,4,2,4,0
23,1,1,4,1,3,2,5317,7558,0,16,1,4,0,8,1,1,6,6,6,0
45,23,2,2,2,3,3,18940,18375,4,16,1,2,2,34,5,4,34,10,8,1
45,23,4,4,3,5,3,19589,19127,9,17,3,1,3,35,0,4,35,15,10,1
61,26,3,2,2,5,3,13635,13103,1,25,1,1,2,14,1,1,14,12,0,0
61,11,3,4,3,2,1,14470,17174,2,19,2,3,0,38,6,1,27,1,10,1
37,10,3,2,3,2,1,14176,10722,7,14,2,3,1,35,3,4,1,1,1,0
47,30,4,4,2,1,1,10113,23793,9,19,1,3,2,36,2,1,4,4,3,1
28,18,5,1,4,3,2,14546,10753,4,18,3,1,2,34,0,3,6,0,3,0
45,18,5,4,1,1,3,7805,7629,3,18,3,4,1,21,2,3,21,13,4,0
42,17,2,2,4,1,4,17788,8318,4,17,2,4,1,30,5,3,30,9,7,0
56,26,5,2,4,3,2,19004,2301,9,15,1,4,0,31,6,1,31,2,9,0
50,8,5,3,2,2,2,9080,22151,5,15,2,1,3,36,1,1,7,7,0,1
18,15,3,4,1,3,2,4118,22664,6,10,2,1,2,40,6,1,40,14,5,1
44,8,3,1,1,4,4,7630,9506,8,22,4,1,2,10,0,2,10,5,8,1
30,17,2,4,4,4,3,1565,10701,0,25,2,1,0,16,5,1,0,0,0,1
58,12,1,4,2,4,1,16701,8962,3,24,3,1,3,39,3,3,39,12,7,0
20,27,2,1,1,5,3,15859,7429,8,15,1,4,0,18,2,3,18,14,15,1
56,8,2,4,4,2,3,8670,17866,4,23,1,1,2,37,3,3,37,2,14,1
23,25,4,1,1,2,2,10476,9248,7,13,4,4,2,36,4,2,36,14,1,1
25,14,4,1,2,5,2,9776,21829,0,13,4,1,1,29,6,4,6,0,6,0
44,4,2,4,2,1,2,16021,4203,3,23,3,4,1,38,0,3,38,9,4,0
26,1,2,4,2,4,1,5327,21218,8,11,4,2,3,24,2,2,24,17,1,1
54,1,2,2,1,4,1,16275,4479,0,22,2,2,2,26,1,4,21,7,10,0
50,19,5,2,3,1,1,8614,23240,0,20,2,4,2,26,1,2,26,11,0,1
59,16,4,3,1,3,3,2245,12386,3,23,3,2,1,40,1,2,40,4,1,0
61,14,2,3,3,3,2,9243,2434,2,13,1,2,0,37,5,4,37,0,10,0
41,21,3,4,2,2,4,11355,12230,6,14,3,4,0,38,1,1,38,7,9,1
32,16,3,1,4,5,3,1537,3706,2,22,4,1,2,35,2,1,14,4,5,1
49,5,5,3,3,2,1,16924,26644,0,21,1,1,2,33,6,3,1,1,1,0
49,9,5,4,2,3,4,17236,7725,9,25,1,4,3,36,6,4,7,7,7,0
41,26,1,3,2,1,4,17924,20288,1,14,1,3,3,5,6,3,5,3,5,0
58,30,1,1,3,2,2,18198,25402,9,25,4,3,1,25,5,2,19,12,2,1
29,28,1,4,4,4,4,2415,5959,3,14,2,2,2,26,4,1,26,16,4,1
56,2,5,1,2,4,1,12030,16521,0,13,2,3,0,22,1,3,22,12,14,1
19,18,5,4,3,1,2,2652,13143,0,10,4,2,3,39,6,3,39,1,10,1
20,6,5,3,4,3,4,11857,8825,7,23,4,1,1,16,1,1,16,3,1,0
54,9,3,2,4,4,2,19740,8347,6,19,3,4,1,17,5,2,12,1,11,1
34,1,5,3,2,4,4,4810,14841,7,17,3,1,0,33,1,3,3,3,3,1
19,9,3,3,1,5,3,17569,24540,3,12,2,4,3,19,4,3,19,18,7,0
19,25,1,2,1,2,3,2551,4713,5,11,4,3,0,24,5,4,24,17,3,1
45,16,1,2,2,3,1,14584,13561,2,18,3,1,1,21,5,4,21,9,10,0
40,13,1,4,4,2,3,1761,24578,7,16,4,1,2,21,0,1,16,4,9,1
54,9,2,4,2,3,3,13511,14787,3,18,4,2,0,39,5,1,39,10,15,1
49,21,2,1,3,4,3,10471,8512,2,22,2,4,1,27,1,2,10,0,10,1
50,13,4,1,1,5,4,13467,25251,3,11,2,3,2,27,5,2,24,2,5,0
18,9,4,3,3,2,4,7163,22111,5,25,4,1,2,21,1,3,4,4,2,0
36,11,4,2,2,4,2,17065,12596,6,25,1,4,3,20,1,4,20,14,10,1
19,4,2,1,2,3,4,12886,21930,6,18,1,3,3,25,6,2,25,13,14,1
61,2,2,3,4,2,3,18920,17182,3,19,4,1,1,15,5,3,15,14,7,1
43,29,4,2,4,2,4,7201,20687,7,18,2,4,0,39,0,3,39,15,15,1
49,6,4,4,4,4,1,16580,22065,6,20,1,2,2,20,1,1,20,3,7,1
23,14,5,3,3,2,2,8399,26236,1,18,2,1,3,34,6,4,31,18,2,0
49,4,4,4,4,5,2,17945,5221,7,19,1,4,3,19,0,3,3,3,3,0
21,6,5,1,2,5,4,8623,22758,8,22,4,3,0,37,0,1,37,5,8,1
28,19,3,1,4,4,3,11327,3082,4,19,3,3,3,7,5,3,7,7,7,0
34,6,2,2,1,3,2,8187,10637,3,13,3,2,1,31,3,4,8,2,8,0
55,2,4,3,4,4,1,3180,15123,3,19,2,1,0,18,6,3,16,7,4,1
41,18,2,4,3,5,1,2960,15042,3,12,2,2,2,40,3,3,40,4,15,1
22,13,2,2,1,1,2,6153,16133,5,15,1,4,1,12,1,2,12,4,9,0
51,9,2,1,1,1,3,8035,19976,3,12,4,3,2,26,2,2,8,8,8,0
23,23,3,1,1,2,3,12471,7608,6,20,1,2,2,13,3,1,5,0,5,1
39,19,1,3,3,2,4,1582,7526,6,18,4,1,3,26,6,3,26,6,14,1
28,13,4,4,2,1,4,16514,23563,4,12,4,4,1,36,5,1,36,10,14,1
65,11,1,3,4,5,2,16531,8472,4,11,2,1,1,38,6,4,38,9,14,1
33,1,1,4,1,2,4,17672,4775,9,17,3,2,0,23,5,1,23,2,9,1
50,24,1,4,1,4,4,8979,17828,7,15,3,3,1,21,3,3,8,7,2,0
26,30,2,3,1,4,4,4060,14008,6,17,2,3,0,10,2,2,10,0,5,1
23,22,5,2,2,5,1,14731,19974,6,24,3,2,1,34,4,2,34,7,9,1
33,7,2,3,2,2,4,13294,24388,5,22,2,1,2,28,1,1,28,10,1,0
46,25,2,3,3,4,2,18567,17055,6,16,1,1,0,39,6,2,7,6,5,0
20,21,1,1,2,2,3,15274,25614,6,12,4,1,1,23,4,3,16,15,11,1
37,15,2,1,4,2,4,18830,20615,9,17,3,1,0,19,4,3,6,6,4,0
53,1,1,3,3,4,3,17348,7118,1,19,3,3,3,37,0,4,11,11,11,1
36,12,5,3,3,1,4,2903,24838,9,10,1,1,3,14,0,2,14,9,12,1
43,26,4,1,4,4,2,15551,9960,1,10,1,2,0,28,1,2,28,16,15,1
20,7,1,4,4,5,1,16141,19945,9,22,3,2,0,23,2,4,23,2,2,0
36,15,5,3,4,3,2,3377,14464,6,22,3,2,2,36,0,1,36,6,13,1
37,21,4,2,3,4,1,1847,22030,9,19,2,2,1,31,6,4,13,10,13,1
49,19,3,2,3,2,4,15380,9596,6,22,2,1,3,23,6,2,10,10,6,1
24,28,1,2,3,2,4,18623,9240,6,17,3,3,3,34,3,1,34,4,10,1
58,29,1,3,4,4,1,10524,6942,4,25,2,4,1,16,6,3,16,16,3,0
50,25,3,4,4,3,2,16231,21622,0,22,1,1,3,26,1,3,26,14,10,1
57,1,3,4,1,4,2,12698,15536,1,18,4,4,3,27,5,4,2,0,2,0
56,17,1,1,2,3,1,11571,3600,8,19,2,3,0,11,4,3,1,1,1,1
35,17,3,3,1,3,4,13314,7700,7,15,4,1,3,25,6,2,3,3,3,0
57,3,2,4,4,5,1,12429,8071,7,14,2,4,3,17,1,4,17,9,11,0
18,12,4,3,3,2,4,3365,12248,9,11,3,3,3,19,5,2,19,4,13,1
28,6,4,1,4,2,1,11604,14523,0,20,2,4,1,20,5,2,20,0,5,0
45,26,4,1,2,3,4,12366,19093,5,18,4,2,2,34,0,1,13,9,3,1
42,11,2,1,1,2,1,6055,21355,8,15,4,2,0,26,5,1,7,7,7,1
40,3,3,2,1,1,3,6622,19177,7,17,3,3,2,40,2,1,1,1,1,0
48,8,5,3,3,3,4,17756,21483,2,18,4,3,3,37,5,3,25,2,14,0
47,14,3,1,1,2,2,8783,13047,3,18,3,4,3,18,5,1,18,18,1,0
59,14,1,3,1,1,1,2949,24414,2,17,3,3,3,31,4,2,27,18,8,1
52,10,4,2,4,5,2,17628,7765,5,21,4,2,2,28,2,4,28,1,14,1
24,2,3,2,1,2,1,11032,2026,8,19,1,2,1,35,1,4,4,4,4,0
33,14,5,1,1,1,2,12619,8693,7,17,4,1,1,27,2,2,27,15,3,0
43,9,1,1,1,4,2,17508,23706,9,12,4,4,0,40,2,3,40,9,3,0
65,3,2,4,3,4,1,13824,26660,3,22,2,3,2,31,1,4,25,15,15,1
19,21,2,3,3,1,1,11945,24335,1,12,4,3,1,17,4,2,4,4,1,0
18,26,5,1,4,3,2,2919,21485,7,11,2,3,0,14,6,2,14,2,14,1
65,8,1,4,1,3,2,10827,8609,7,25,2,4,3,8,5,2,8,2,4,0
29,16,4,3,3,2,2,10617,11314,5,10,4,2,3,32,2,4,31,1,12,0
22,2,3,1,3,4,4,10732,18258,7,25,3,3,0,37,2,4,25,3,5,0
54,6,1,4,4,3,4,1530,7309,8,13,1,3,1,36,6,1,36,17,9,1
49,28,2,4,2,3,3,8849,2011,0,11,4,2,2,14,1,1,14,1,5,0
26,21,5,3,1,4,4,7929,26154,8,23,4,3,0,40,3,2,40,5,2,0
58,29,5,4,3,5,4,5349,17389,1,23,3,1,1,4,6,2,3,2,3,0
52,26,3,3,4,3,1,15456,23797,0,11,2,2,0,35,2,2,35,2,14,1
36,25,5,3,4,1,3,12295,15671,7,22,3,2,1,19,0,2,19,1,14,1
65,12,5,3,4,2,3,19185,7774,7,20,3,2,3,26,5,4,26,2,13,1
33,5,1,2,3,3,4,6156,18563,3,20,2,1,0,38,5,1,20,16,8,1
20,2,4,4,1,3,1,10228,2796,7,14,4,2,2,21,6,3,21,13,6,0
37,16,3,3,2,5,1,12920,9279,6,13,3,4,0,25,4,2,6,6,6,1
41,5,1,1,1,1,3,8432,9188,1,10,3,4,3,30,6,1,30,5,13,0
50,15,4,2,4,2,1,13203,25696,4,24,4,4,3,27,2,2,16,7,2,0
41,12,1,2,4,3,2,7189,4024,9,24,4,2,1,19,1,4,6,6,3,0
28,4,1,4,2,2,4,2142,9666,3,18,1,2,3,18,0,3,18,18,15,0
25,15,5,3,1,4,2,8614,5217,2,23,3,2,1,27,6,1,27,11,6,0
53,11,4,4,4,3,3,15253,8584,0,13,1,1,3,31,1,1,9,4,9,0
55,16,3,2,4,3,3,19013,7285,4,14,2,4,1,26,6,3,26,4,10,0
57,23,3,3,1,4,1,18146,9370,9,16,4,3,2,31,2,4,12,12,7,1
37,6,4,1,4,5,1,7905,19903,7,11,4,3,1,18,0,3,1,1,1,0
52,14,5,3,1,3,3,5889,24995,8,17,1,2,1,23,4,1,21,15,3,1
65,18,2,2,4,2,3,5839,8856,6,20,3,1,2,23,4,3,19,3,11,1
42,12,1,1,1,1,2,4957,4432,0,25,2,2,1,16,6,4,4,4,1,0
52,27,5,3,2,2,2,1557,24841,0,11,3,3,1,17,4,4,5,2,5,0
42,11,4,1,4,5,1,5621,6866,0,20,3,4,2,34,3,2,34,4,7,0
46,13,1,1,2,1,2,15932,15566,1,19,1,3,3,40,1,3,0,0,0,0
35,21,3,2,4,2,1,1839,7054,0,14,3,4,0,34,2,3,34,17,8,1
63,23,2,1,4,2,1,10243,11108,3,22,1,4,1,17,0,1,2,2,2,0
35,11,3,4,3,4,4,10596,20454,9,21,4,1,3,35,6,4,35,10,7,1
19,23,4,2,1,5,1,7998,3781,8,11,4,3,0,15,6,3,6,6,2,1
52,16,1,4,2,4,2,11129,26914,3,11,4,2,2,35,5,1,28,17,9,1
33,15,4,1,2,1,3,1510,19900,3,13,2,1,1,22,5,2,14,12,3,0
58,21,1,4,2,4,3,12596,13062,6,13,2,4,1,21,1,3,10,5,9,0
53,28,5,3,1,5,2,13974,13774,8,25,3,3,2,38,2,3,17,12,15,1
50,15,2,1,3,3,3,2137,23875,6,22,1,2,1,32,3,1,3,0,3,1
21,25,5,3,2,3,1,14700,24333,0,17,3,1,0,23,2,1,23,10,1,1
50,4,5,4,1,1,3,5666,17958,0,22,4,2,0,19,1,4,10,6,10,0
31,11,4,3,4,3,2,9906,21674,3,25,3,3,2,32,2,4,5,5,5,0
38,19,2,1,2,4,3,11478,22954,3,15,3,2,1,30,5,4,17,1,10,0
