age,distance_from_home,education,environment_satisfaction,job_involvement,job_level,job_satisfaction,monthly_income,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,attrition
33,11,1,3,1,3,3,8272,20171,0,19,2,2,0,28,6,1,22,1,9,1
48,17,2,3,1,4,4,3820,23116,6,19,1,4,1,29,6,4,29,10,2,1
19,28,5,1,2,2,3,5736,12440,2,18,3,2,0,35,2,4,35,3,10,1
49,24,5,1,1,4,1,7470,17747,0,12,4,4,1,34,1,4,34,17,5,0
27,21,4,2,2,1,4,15115,12600,6,16,2,4,3,38,5,1,27,2,13,1
42,3,3,4,1,4,3,13194,18363,6,17,1,3,1,2,6,3,2,1,2,0
35,2,3,4,4,3,1,7520,4179,9,12,2,1,2,15,1,4,15,11,4,0
62,19,4,3,2,3,2,12278,10368,2,25,3,2,3,30,5,1,14,3,11,0
51,29,5,2,2,3,4,17259,5123,5,15,2,3,1,32,0,1,18,13,11,1
46,25,1,2,1,4,4,5576,7665,3,22,1,1,3,10,2,2,9,9,9,1
62,2,5,1,2,5,4,8183,10213,3,23,2,3,2,39,3,2,3,3,3,0
41,14,4,2,3,4,3,11814,19036,8,16,2,2,2,39,5,1,21,11,9,1
20,26,5,4,3,4,3,16638,5390,6,13,4,1,0,17,1,2,17,17,12,1
32,1,5,4,2,4,1,12596,10359,5,15,4,1,1,21,6,2,21,18,12,1
20,16,5,2,3,4,4,16544,11064,8,16,2,1,3,37,6,2,15,11,13,0
48,15,5,1,1,3,1,4096,3781,2,21,2,2,0,19,3,1,2,2,2,1
27,18,1,4,1,2,4,2085,24250,3,16,1,2,3,34,3,4,34,2,2,1
55,29,2,1,2,4,2,4729,9083,8,20,2,3,0,40,4,2,40,18,0,1
39,2,2,1,1,4,4,2487,19985,3,10,3,4,0,38,4,1,38,14,7,1
31,28,3,4,1,2,1,9540,21265,6,11,4,4,0,39,2,1,15,6,15,1
26,11,2,1,3,4,3,8453,3863,8,20,3,4,2,20,1,3,20,3,10,0
35,21,2,3,1,2,2,16955,25717,3,20,2,4,2,20,4,3,20,0,4,1
25,17,2,3,1,3,2,12644,2721,8,10,1,3,2,5,2,4,0,0,0,0
55,13,5,3,3,5,4,8337,9242,6,18,3,2,2,39,0,3,29,6,7,0
32,12,5,2,4,4,2,14601,13528,3,21,2,3,3,34,3,1,33,4,8,0
63,26,1,4,2,5,1,8102,25957,2,16,4,1,1,38,1,3,38,8,12,1
32,24,5,3,2,4,1,2009,9853,5,20,2,2,2,22,1,2,22,5,7,1
23,2,5,1,4,1,4,9973,18626,2,16,4,2,1,38,2,3,33,11,5,0
29,22,2,3,3,1,3,4079,8905,6,12,1,4,0,29,4,1,29,12,9,1
59,21,1,1,3,3,2,13167,6638,0,14,4,3,1,32,3,4,32,0,7,1
36,18,1,4,1,5,2,3186,6372,6,11,2,4,2,31,3,4,15,14,4,1
57,10,2,3,1,5,4,12511,23029,2,14,1,2,3,40,1,4,40,15,8,0
22,12,2,4,2,2,2,14852,23811,8,17,4,4,2,38,1,4,29,1,5,0
44,17,1,3,2,2,3,10398,26978,5,22,4,1,3,39,3,2,2,2,1,1
27,22,4,1,3,4,4,5518,19837,6,19,3,2,2,20,0,2,1,1,1,1
60,14,2,1,1,2,1,13684,6171,8,12,4,1,0,36,2,2,25,15,13,1
63,22,2,2,3,2,2,17688,24866,5,13,2,2,3,17,0,3,17,14,0,1
31,19,1,2,4,5,4,4454,25292,9,17,1,4,0,5,4,3,1,1,1,0
51,13,4,2,2,1,1,7082,23953,1,24,2,2,2,39,0,3,39,1,11,1
32,24,4,3,2,5,1,6349,16373,5,11,4,2,0,20,0,4,2,2,2,1
46,25,3,4,3,2,1,1850,14605,5,10,2,3,1,20,4,4,16,15,14,1
43,3,4,3,1,4,4,17051,17687,1,12,3,3,1,27,5,3,23,8,0,0
44,25,2,1,1,1,4,8540,5501,6,11,2,1,3,35,6,2,1,1,1,1
20,8,5,4,4,2,1,15662,3186,8,19,1,3,1,16,6,1,5,5,5,0
20,5,1,1,4,2,1,4347,3381,9,23,1,2,1,39,5,3,39,12,14,1
52,22,2,2,4,4,4,16711,16250,3,24,4,3,2,25,2,1,25,15,14,1
52,28,1,1,3,4,4,4949,25197,4,11,1,4,2,21,6,2,5,4,5,0
23,28,4,3,2,2,3,17888,14616,5,25,2,3,1,11,3,1,11,4,11,1
31,12,1,1,3,2,1,8765,17773,0,13,4,1,3,20,0,4,20,2,11,0
43,1,2,1,3,5,2,4406,20288,7,22,2,2,1,15,2,1,15,12,4,0
20,21,5,1,1,3,2,11896,13858,8,22,3,4,2,11,4,3,5,5,5,0
50,26,2,4,4,4,4,12956,14225,0,15,2,4,0,38,6,3,33,7,9,1
59,16,3,1,2,4,2,15866,13719,3,19,1,1,3,21,5,2,2,2,2,0
30,26,1,1,4,5,4,6257,3752,5,19,1,3,3,40,2,3,40,14,8,1
46,12,2,2,4,1,3,2579,3954,9,14,3,2,1,21,5,1,18,3,13,1
26,23,4,2,4,1,4,17304,23655,0,13,4,1,0,28,0,4,28,17,11,1
49,17,4,3,2,1,1,17697,2537,2,17,1,4,3,36,3,1,31,6,5,0
39,26,2,2,1,4,4,5315,25966,6,20,1,4,3,19,4,1,9,9,9,1
39,9,3,1,2,3,2,3687,20774,7,14,1,4,2,26,4,1,26,0,12,1
51,13,1,2,2,3,2,6523,17745,7,11,3,1,1,28,0,3,28,3,15,1
27,23,3,4,1,5,2,10910,26314,4,13,3,4,1,28,5,2,12,10,12,0
42,4,5,3,2,1,1,10015,11382,0,16,1,2,3,36,2,3,19,14,0,0
29,27,2,2,2,1,4,5315,5936,0,13,4,4,0,27,3,1,27,14,5,0
20,4,3,3,3,2,4,3414,19879,7,24,1,1,0,26,4,2,26,2,12,1
36,27,5,3,2,5,2,14271,8216,4,15,2,1,0,26,0,2,12,12,0,1
50,15,3,3,3,5,1,6806,22907,8,11,2,4,0,24,0,1,24,13,12,1
64,10,5,4,3,4,2,19353,5370,0,25,4,1,1,36,1,1,28,2,4,0
43,23,4,1,3,4,2,17371,3259,1,18,1,3,2,33,5,3,14,7,2,0
30,6,4,4,4,5,1,12258,7826,3,13,4,1,0,29,1,2,29,9,11,1
24,3,2,3,1,3,2,2759,22459,9,22,2,3,0,37,2,4,37,8,9,1
51,30,3,2,4,5,3,4125,5030,6,25,1,1,2,31,6,2,31,14,9,1
39,25,4,2,1,3,1,19665,6695,3,10,1,1,1,27,0,3,6,6,6,1
37,15,1,4,2,4,2,6229,2096,7,23,2,1,2,34,5,1,34,3,0,0
60,6,4,2,3,5,4,12226,14765,6,12,4,4,2,32,2,2,32,11,5,0
40,11,4,3,4,3,3,16214,15309,4,22,4,1,0,38,2,4,11,11,11,1
65,2,3,3,2,2,4,18507,22885,6,23,3,2,2,22,3,3,22,0,2,0
31,26,5,1,4,2,4,6831,20878,7,16,3,4,2,8,1,2,4,4,4,0
47,28,1,3,2,5,3,2234,21130,2,23,3,3,1,30,2,3,30,9,1,1
40,2,1,2,4,1,1,8570,6043,2,23,4,2,0,15,3,2,15,0,11,1
64,1,5,1,2,5,2,6956,15586,1,19,1,2,0,32,3,1,32,3,10,0
36,11,3,2,2,4,4,18058,7139,3,18,1,2,3,25,5,4,0,0,0,0
56,5,4,4,4,4,4,19689,18968,3,15,3,2,0,21,1,1,21,2,8,0
58,26,5,1,2,2,4,2268,16762,3,23,4,1,1,33,1,2,27,15,14,1
53,6,1,3,3,3,1,5194,19337,1,23,3,1,1,19,0,4,4,4,4,0
23,3,1,1,3,2,4,11251,4897,6,22,4,2,1,3,2,2,3,3,3,0
40,20,4,3,3,3,4,18633,9528,9,25,4,4,3,23,3,2,0,0,0,0
27,5,4,3,3,5,4,5029,4030,2,23,3,2,3,28,0,4,14,8,14,0
52,20,2,2,1,1,3,3860,17669,9,13,1,3,1,36,5,4,36,4,2,1
38,9,5,3,4,4,3,4513,18977,0,11,1,2,0,38,2,3,38,4,2,0
49,28,4,3,3,5,4,4219,3831,1,18,4,1,3,37,2,4,37,7,0,0
47,19,2,3,3,2,1,9370,26931,4,21,2,3,0,23,0,1,23,6,12,0
50,5,3,2,3,5,1,16366,16362,8,23,2,4,3,39,3,4,22,18,8,1
23,23,1,3,1,1,2,19583,11868,3,17,2,2,2,6,0,4,6,6,6,0
22,12,5,4,4,3,3,5930,8599,5,16,3,3,1,30,2,3,30,14,5,1
32,12,3,2,2,1,1,5677,2111,2,25,1,2,2,27,0,1,6,0,6,0
60,16,5,4,1,2,4,6472,6470,8,11,2,4,1,12,0,1,12,6,8,0
42,7,5,1,3,1,3,7708,15626,1,25,2,4,2,14,5,4,3,3,0,0
30,14,4,2,3,4,1,14728,4173,7,11,2,3,0,40,2,4,17,4,2,0
23,22,2,4,1,1,2,14916,5078,2,25,2,4,0,39,1,3,39,7,14,1
54,9,5,2,4,5,4,14881,3383,7,17,3,3,1,36,5,1,18,4,2,0
19,15,3,3,4,3,3,13483,8721,2,18,1,4,0,31,6,1,15,4,0,0
34,23,5,2,2,4,2,3529,5970,3,18,1,1,1,21,3,2,17,4,15,1
41,11,2,1,1,4,2,10127,18745,7,17,1,3,2,15,2,3,15,10,5,0
29,4,1,4,4,4,3,3473,7078,9,10,2,2,1,30,5,3,30,6,3,1
61,11,5,2,1,2,1,2085,4811,3,14,4,3,3,28,6,4,24,1,15,1
31,26,3,3,4,2,4,8362,21206,8,16,3,4,2,11,5,1,1,1,1,1
24,9,1,4,4,5,2,5662,16324,8,19,3,4,2,27,1,4,27,10,7,1
43,6,1,4,3,3,2,4434,16006,5,15,3,4,1,15,0,3,15,4,5,0
49,17,4,4,4,1,3,8728,23279,0,20,1,2,3,40,1,1,35,6,3,0
46,9,4,1,4,5,3,3665,26850,8,21,1,2,3,39,2,1,39,0,4,1
63,27,5,3,1,2,3,12184,15941,8,10,3,4,0,34,5,3,34,8,11,1
56,23,3,3,4,5,2,14174,16731,6,19,2,1,2,23,5,1,23,10,1,1
26,6,4,4,4,3,1,9475,15624,8,24,4,3,0,34,2,2,34,11,9,1
31,6,2,2,1,5,1,5471,2905,7,15,1,4,2,29,6,3,29,9,11,1
34,4,2,4,4,4,4,12011,26525,8,13,1,1,2,39,0,3,36,10,0,0
42,20,1,3,1,1,3,18171,20266,8,12,2,2,2,10,6,1,10,0,10,1
47,11,1,1,1,2,4,13660,2491,6,13,2,4,2,33,5,3,33,4,6,1
62,3,1,1,1,2,2,10890,15715,5,17,1,3,1,37,2,4,37,14,9,1
46,24,2,4,1,3,2,8988,16712,1,20,2,3,3,38,6,3,38,9,11,0
46,24,4,1,3,3,2,8206,26195,6,15,2,2,2,39,4,4,23,11,2,1
35,18,4,1,3,3,4,3133,10732,0,18,2,4,0,28,1,2,28,13,12,1
48,16,5,2,3,2,3,13386,4886,5,14,4,4,0,8,4,2,3,3,2,0
36,21,3,1,3,4,4,3421,14607,5,20,4,4,1,40,4,4,40,9,5,1
34,16,2,2,1,1,4,14806,24516,6,18,4,1,3,30,1,3,29,11,2,0
23,29,1,4,1,3,2,4931,16560,1,13,2,1,2,26,2,4,13,13,6,1
29,25,3,3,1,2,2,7025,18839,3,23,2,4,1,23,1,1,23,18,6,1
55,12,1,3,1,4,1,9816,2650,1,24,4,3,0,37,0,4,37,3,4,0
20,14,3,2,3,3,3,8126,19688,3,21,4,1,3,40,4,2,33,18,0,0
64,9,3,3,4,3,3,15772,22896,2,13,3,3,2,35,5,2,35,13,12,0
52,7,4,4,3,1,3,13537,15795,1,15,1,1,3,14,4,4,14,7,8,0
64,14,5,3,1,1,4,5505,21993,1,23,4,2,0,34,6,2,34,3,15,1
50,20,5,1,1,5,2,10601,10995,2,22,3,2,1,33,2,1,28,15,14,0
46,20,1,4,4,3,2,13059,5384,9,19,3,2,1,35,1,3,35,11,1,1
20,10,2,4,1,5,1,14395,6704,3,20,4,3,0,12,5,3,3,3,3,0
22,11,5,3,4,2,4,12162,13032,6,16,3,3,2,18,6,4,14,11,3,0
31,7,2,3,1,1,3,11779,24111,3,23,4,4,2,32,3,2,10,10,10,1
53,19,1,2,4,4,4,1798,13254,6,11,1,4,3,37,5,3,14,3,14,1
45,19,2,1,2,3,2,4462,18102,3,13,1,2,0,39,2,2,20,15,9,1
58,21,3,3,2,3,1,8495,11505,2,24,1,2,0,34,2,4,34,17,9,1
49,11,3,3,2,5,4,14791,21029,7,22,4,1,2,37,2,2,22,18,1,0
35,29,1,2,2,1,2,18711,25500,2,17,3,2,0,18,6,1,9,9,9,1
59,6,2,3,1,5,4,8449,23813,7,25,4,2,1,6,1,1,3,2,3,0
57,8,2,1,1,3,2,13422,4053,1,18,1,2,2,24,2,2,24,16,0,0
30,1,1,1,1,1,4,15904,21898,2,14,3,3,2,37,6,1,1,1,1,0
19,23,5,4,2,3,3,16474,2309,3,15,2,3,1,37,0,4,37,12,14,0
42,8,4,4,4,1,4,1185,17191,2,19,1,2,0,21,0,1,18,5,0,1
37,5,5,1,4,3,4,8031,23384,5,21,4,1,2,23,4,1,23,18,0,0
24,28,4,2,2,4,3,13288,7121,8,16,4,1,2,9,4,3,7,7,6,1
28,10,2,4,1,5,4,7684,24106,9,16,4,4,2,35,1,3,5,5,5,0
22,2,4,1,2,1,2,10877,8897,7,25,2,2,0,36,3,4,19,10,11,1
46,4,4,1,3,5,2,8591,23878,3,24,3,3,2,13,4,1,13,2,8,0
35,22,2,4,4,1,2,3749,17605,1,12,4,2,0,39,4,3,39,14,14,1
25,25,3,1,2,1,2,3945,26023,9,22,4,1,3,39,4,2,5,5,0,1
44,2,4,1,2,1,2,9060,11806,0,11,4,3,1,40,5,2,11,2,9,1
59,15,1,1,2,3,3,11494,11014,3,19,1,3,0,40,6,1,40,4,5,0
19,20,5,1,2,2,3,1078,11519,4,17,1,3,0,6,4,4,6,6,6,1
52,10,2,4,1,3,4,13138,18441,1,18,2,4,1,29,2,1,29,8,10,0
43,21,2,2,4,2,2,18505,3248,2,20,3,2,0,39,4,3,15,0,4,1
40,30,4,1,3,3,4,4221,24420,3,17,3,2,1,19,5,1,7,7,7,1
22,24,3,3,1,2,2,9977,18901,2,17,4,2,3,28,1,1,13,13,2,1
33,24,3,2,2,1,4,5218,20461,7,24,4,1,2,36,5,2,19,14,1,1
59,2,5,3,2,1,3,6729,26726,1,11,1,3,1,27,2,2,27,2,1,0
28,6,5,3,2,2,2,3723,20541,8,20,1,3,1,17,5,3,5,3,5,0
36,22,3,1,2,2,3,10773,8384,5,13,1,1,2,29,2,4,29,16,1,0
33,29,3,4,4,5,4,17742,18130,0,15,1,4,2,10,1,4,3,3,3,0
49,14,3,3,2,1,3,19670,5673,7,17,4,1,0,35,3,3,35,6,3,0
29,5,4,3,3,3,3,2765,26481,9,22,1,3,0,13,4,3,2,2,2,1
19,24,1,3,1,5,3,1804,7149,5,11,3,4,0,27,0,1,9,9,9,1
60,26,5,1,4,2,1,15067,20897,3,21,1,4,2,37,3,1,37,15,9,1
39,2,2,1,2,3,4,6649,8608,5,17,2,3,2,26,4,4,26,13,0,0
43,14,3,4,3,4,4,6991,12476,1,10,1,1,2,37,0,1,17,16,11,1
50,13,3,1,1,4,2,15539,19778,0,20,4,2,0,22,2,1,10,4,9,1
41,2,1,2,1,4,2,8825,20089,5,15,4,2,2,35,5,2,35,8,3,0
22,30,3,4,4,3,2,13254,11364,7,25,4,2,2,39,2,3,39,2,8,1
38,23,5,1,1,2,3,1142,20805,4,17,1,1,3,34,2,3,34,4,15,1
63,9,3,1,2,3,4,10315,10791,7,17,3,3,1,18,4,2,12,12,6,1
35,3,1,3,2,5,3,1283,21888,2,21,4,1,1,22,1,2,22,9,15,1
56,15,4,1,3,5,4,17767,20683,5,20,3,2,2,8,2,1,8,0,8,1
22,23,5,3,3,4,3,18962,22399,0,16,4,2,0,13,6,3,3,3,3,0
25,3,4,1,1,2,2,13474,19880,2,16,4,2,3,39,2,4,39,7,6,0
38,12,2,1,4,5,3,16367,8706,3,23,3,1,3,30,2,3,30,16,1,0
64,6,1,1,2,1,1,1623,16871,4,20,2,1,1,4,5,4,2,2,0,1
22,19,2,1,1,1,2,1544,13309,2,19,4,2,3,35,4,2,35,4,9,1
30,17,2,1,4,4,1,8586,8771,7,20,3,4,3,28,0,3,16,6,8,1
36,6,2,4,1,4,1,18297,26090,4,21,4,2,3,28,3,2,15,4,15,0
46,27,2,1,4,4,2,19927,18238,6,18,1,3,2,38,2,3,38,9,15,1
19,19,1,1,3,5,1,13187,4658,4,11,3,1,1,5,3,4,1,1,1,0
54,17,4,3,2,2,1,19131,13891,7,22,4,4,1,33,1,2,4,4,1,1
43,16,3,2,3,4,4,19547,4323,0,10,2,4,0,32,1,1,32,2,2,0
46,21,2,2,2,3,3,16020,4895,2,25,1,3,2,21,6,3,12,9,11,1
22,8,3,4,4,4,1,10235,3531,2,21,4,2,3,11,1,4,11,5,11,0
49,24,3,1,4,5,3,10507,13358,9,11,1,2,2,18,2,1,18,1,2,1
55,24,2,2,1,2,1,18761,17505,9,23,2,2,3,21,3,2,21,1,2,0
65,19,5,3,4,4,2,6708,14954,2,23,3,3,3,39,0,3,39,5,3,0
19,8,3,3,4,1,2,5531,2781,5,12,4,1,0,22,4,3,7,7,7,1
22,20,5,4,1,4,4,13614,3425,8,24,3,1,0,34,3,1,3,3,0,0
64,15,4,3,1,4,2,19537,6928,5,18,4,3,0,25,4,1,6,6,6,1
50,8,3,2,2,2,4,3699,4551,4,19,4,1,3,21,6,2,21,16,12,1
52,3,1,2,4,3,2,1566,12515,0,22,3,3,3,22,3,1,17,3,0,1
36,16,4,2,1,4,3,19426,14613,1,16,3,3,2,5,2,3,5,5,5,0
32,3,4,1,2,4,1,3735,25807,0,14,4,4,1,33,0,3,3,3,3,0
52,1,5,3,2,5,1,11709,2556,5,14,2,4,3,40,2,3,40,8,11,1
25,8,2,3,3,2,4,18108,10704,2,15,2,1,2,11,1,3,11,9,3,0
64,24,1,1,1,5,2,2464,13410,4,11,4,4,2,36,0,1,36,18,15,1
18,9,1,2,3,4,3,16120,8438,5,10,3,1,3,36,5,1,1,1,0,0
55,22,5,3,2,4,3,11146,24902,4,20,2,3,3,5,5,4,2,2,2,0
39,12,5,2,4,1,2,13986,7786,2,10,4,1,0,20,3,2,20,15,3,0
34,18,4,1,1,5,1,15030,6151,1,12,1,4,0,40,6,1,38,0,12,1
33,17,5,2,1,2,2,17018,15199,1,10,4,1,0,38,2,2,12,9,1,0
62,8,2,4,2,4,1,6614,8093,1,18,3,4,2,35,4,1,13,13,13,0
18,26,4,1,1,1,2,1153,17585,9,19,4,3,0,29,2,4,29,4,6,1
20,20,4,2,2,1,1,7459,21283,3,22,1,2,3,17,2,1,17,2,5,0
23,11,4,1,1,3,4,12703,25118,3,24,1,3,0,16,3,3,12,3,1,0
20,30,1,3,1,2,3,1810,7016,2,22,4,4,3,18,3,1,13,9,1,1
64,27,1,4,4,1,2,17534,8509,7,22,1,1,3,40,1,2,40,1,11,1
47,7,4,1,2,2,1,9137,14288,3,24,4,4,1,39,6,3,39,5,0,0
64,14,2,2,3,4,1,16765,4960,7,14,3,4,1,24,0,1,24,13,15,1
28,10,3,3,4,3,1,10270,23327,2,18,3,2,0,36,2,3,36,4,3,0
44,15,4,2,2,2,4,1778,10916,1,14,3,1,3,26,4,3,26,18,1,0
39,12,5,2,1,3,1,14622,19690,7,10,2,4,1,31,5,3,22,14,4,0
23,20,3,1,2,2,3,8667,19143,5,20,4,3,2,6,5,4,6,6,6,1
55,17,1,1,2,2,4,15307,23622,1,21,3,3,1,22,3,2,9,9,9,1
58,8,1,2,4,5,1,5596,16202,6,16,4,4,0,24,3,2,24,12,3,0
63,26,3,1,2,3,3,8357,18610,9,16,1,4,2,34,1,1,34,15,15,1
48,14,5,2,1,2,1,3553,23181,6,13,3,4,2,26,0,3,23,14,0,1
60,25,1,1,3,5,3,14971,10499,3,12,2,4,3,14,5,1,10,10,4,0
23,26,1,4,3,5,3,13880,21762,7,10,3,3,3,37,1,2,19,4,4,0
37,15,4,1,1,3,1,5564,25096,2,16,2,2,3,9,3,3,9,9,9,1
64,25,2,2,3,4,3,7464,12036,8,14,1,4,3,32,6,2,20,12,12,1
58,25,5,3,4,3,2,15135,7208,4,19,4,1,1,27,4,3,27,10,4,0
28,28,4,1,2,2,1,13415,9442,2,10,1,2,0,38,1,3,27,9,1,1
19,28,2,4,2,4,2,4705,12860,8,10,1,3,0,33,6,4,26,14,3,1
48,27,1,4,3,3,3,4358,23132,1,24,1,4,3,32,2,3,32,6,15,1
55,11,2,4,3,3,4,10044,9045,1,12,1,4,1,31,3,1,3,3,3,0
43,12,1,4,3,3,4,5182,18247,2,12,1,4,1,34,3,2,34,17,4,0
44,20,4,2,4,3,3,6200,9624,8,11,4,4,1,19,1,2,19,5,15,1
63,16,1,4,2,4,2,5629,20163,9,17,2,1,0,16,4,2,5,5,5,1
63,25,2,3,2,2,1,6603,15184,2,22,1,4,3,11,1,3,5,5,5,0
48,27,4,1,1,5,4,5474,25447,4,21,3,3,1,16,6,1,16,7,5,0
41,20,2,4,1,3,2,9647,18969,8,17,2,1,1,18,4,4,18,11,6,1
30,18,2,1,4,5,4,15190,19762,9,15,2,2,3,16,3,4,16,16,9,1
42,10,3,2,2,5,4,8175,14549,5,14,3,2,1,17,6,1,2,2,2,0
54,19,1,1,2,5,3,13605,24091,5,22,3,2,0,33,1,1,33,3,2,0
58,18,1,2,1,3,1,15669,23826,0,23,3,4,2,8,0,1,3,3,2,0
42,30,2,2,1,3,2,1229,14982,1,15,3,2,0,22,5,3,22,6,9,1
46,1,1,1,2,3,2,13795,8929,8,10,3,1,3,34,1,3,17,12,11,1
48,27,5,4,4,3,1,6019,8420,7,11,1,1,3,33,1,4,33,11,1,1
60,22,1,3,3,1,2,4477,14002,1,16,2,2,0,29,6,1,28,0,8,1
