age,distance_from_home,education,environment_satisfaction,job_involvement,job_level,job_satisfaction,monthly_income,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,attrition
27,1,4,4,1,3,2,8356,10929,8,15,1,3,1,38,1,1,19,0,15,0
54,22,1,4,3,5,4,1772,19564,9,17,1,2,2,26,5,2,4,4,3,1
49,12,2,4,2,4,2,10437,4913,8,24,1,2,2,16,5,2,16,16,0,1
44,16,3,3,2,2,3,4012,19171,0,23,2,2,3,28,1,4,9,0,9,0
48,14,3,1,1,3,2,2624,19156,0,16,1,2,1,29,0,4,29,18,7,1
20,30,4,4,2,1,2,9123,26811,0,18,4,1,2,7,1,1,6,4,6,0
56,11,4,3,1,2,2,16449,16755,7,22,2,1,2,40,3,2,10,10,10,1
23,20,1,4,2,3,2,4474,22957,3,14,1,3,0,20,2,4,7,7,1,0
34,19,2,3,2,3,1,5152,9546,8,21,4,3,2,36,5,4,36,10,7,0
27,19,3,2,2,3,4,1519,18061,5,21,3,3,0,30,6,1,30,15,7,1
38,13,1,1,1,4,4,1872,2689,2,23,3,4,3,0,6,4,0,0,0,1
46,12,1,4,1,5,4,15730,9955,7,17,1,1,1,30,4,4,24,2,15,0
46,10,3,3,2,4,3,1957,16986,0,24,3,4,1,27,6,4,27,10,10,1
37,15,2,1,2,1,3,13445,23972,1,17,2,1,0,38,1,4,22,16,5,1
32,29,5,2,2,1,2,9428,7267,7,17,1,4,2,28,3,3,28,0,7,1
19,29,4,3,3,5,1,8991,16617,0,13,3,1,3,21,1,1,21,14,3,0
50,28,2,4,4,5,1,16395,26726,4,18,1,2,0,9,4,1,9,8,9,1
29,13,5,1,4,3,2,5720,21617,2,19,3,1,1,30,1,3,16,16,14,0
30,13,5,2,3,1,2,2567,13015,1,13,2,1,3,23,2,4,12,0,5,1
61,24,3,2,4,3,4,1909,26701,3,15,1,1,3,38,5,2,15,5,10,1
61,15,5,3,4,5,3,19344,6019,1,20,4,3,2,11,6,4,11,1,1,0
56,17,4,2,4,1,3,18769,6211,4,15,3,3,3,14,1,3,14,4,6,0
56,23,1,4,2,3,3,15820,7986,7,11,4,4,2,38,3,4,38,2,11,0
55,11,2,3,3,2,3,18199,4587,3,21,1,3,1,18,5,1,18,4,0,0
62,10,4,2,2,2,2,14708,21592,6,16,3,1,0,20,1,4,20,7,8,1
38,4,5,1,4,3,2,4784,17009,4,22,1,4,0,31,6,2,31,5,9,1
58,17,1,4,3,4,3,15746,12426,8,16,2,1,1,13,6,1,4,4,1,0
33,14,1,1,3,3,4,17705,9645,1,10,2,4,2,14,4,4,14,10,6,0
51,30,5,2,2,1,4,5398,5472,1,22,3,4,3,31,6,4,31,10,5,0
44,2,4,4,1,5,4,1843,23883,0,14,2,4,3,16,6,2,0,0,0,0
60,7,5,1,3,3,3,19955,22512,3,18,4,3,1,21,1,4,14,5,5,0
20,16,2,2,1,1,4,7594,16135,7,19,2,2,2,36,3,3,34,15,2,0
26,26,1,4,4,1,2,15873,25356,4,14,2,3,0,20,1,2,19,2,14,1
61,17,3,4,3,2,3,9602,7084,4,19,1,2,0,30,0,3,30,7,0,0
51,22,1,4,1,3,4,12762,12096,3,16,1,2,0,19,4,2,19,12,8,1
36,4,5,2,1,4,2,8330,25332,6,18,3,1,0,23,0,1,23,9,6,1
55,3,5,2,2,4,3,7901,4060,9,21,2,4,1,39,5,2,39,7,8,0
43,23,3,4,1,5,2,10015,9463,7,22,4,1,0,14,0,2,9,9,9,1
40,25,3,4,4,5,4,3500,21709,8,22,4,1,1,40,5,3,13,12,12,1
35,5,1,4,4,2,1,15506,6454,5,10,2,4,1,34,5,3,34,2,9,1
62,6,5,2,3,3,4,16568,2822,8,18,3,2,3,28,4,2,28,3,3,0
63,23,1,3,2,5,2,11578,20445,0,13,3,2,1,9,6,1,8,8,8,1
57,26,4,1,2,3,1,19259,26735,2,24,4,3,3,31,4,2,9,2,9,1
58,29,5,1,2,4,1,5154,19290,0,10,4,3,2,39,3,4,1,1,1,0
62,28,1,1,4,1,3,7102,21170,4,25,1,3,0,22,3,2,22,18,1,1
55,6,5,3,1,4,1,13794,16001,7,17,2,3,2,26,3,1,17,11,12,1
27,6,5,2,4,2,3,9860,16788,5,24,2,2,2,14,0,3,0,0,0,0
60,19,2,4,4,3,1,12780,8941,9,12,2,4,3,20,5,4,10,3,10,0
27,11,1,4,1,1,1,7591,6428,4,20,4,1,3,36,1,2,36,13,7,1
38,19,5,3,4,1,3,6674,3573,0,17,4,4,3,35,2,2,35,0,6,0
55,14,3,1,3,2,2,9404,13248,0,15,4,1,1,32,1,2,32,7,4,0
55,15,3,2,3,1,3,19530,12343,4,15,1,1,0,35,2,3,35,18,9,1
64,5,2,2,3,3,1,7801,14442,4,17,4,2,3,23,2,1,23,15,3,0
24,23,5,2,3,4,4,3222,5250,7,18,1,1,3,27,2,4,24,7,1,1
29,12,1,4,3,3,3,6633,3341,1,17,1,3,1,22,2,1,22,4,12,0
58,13,1,1,2,5,3,7632,23088,6,21,4,3,0,21,4,1,21,7,5,0
50,22,3,1,4,1,1,3601,4077,4,16,2,1,2,32,3,2,32,16,4,1
42,18,4,3,1,1,1,12570,15471,1,12,3,4,3,18,4,4,18,5,9,0
45,3,5,1,2,3,4,6835,6529,4,22,1,1,2,33,0,4,33,2,8,1
41,12,2,4,1,2,1,14853,19414,8,13,2,3,1,22,4,3,22,10,14,1
65,5,2,4,4,3,3,4497,20214,4,18,4,1,0,25,3,4,25,12,9,1
48,13,5,2,2,4,3,7719,7564,4,20,1,1,3,21,1,1,21,18,13,0
35,23,5,2,1,2,3,8558,19167,1,13,3,1,1,12,6,2,2,2,1,0
40,29,2,1,3,1,2,17650,7028,8,17,4,2,1,21,3,2,3,3,3,0
24,13,2,2,2,1,3,7912,25860,1,15,2,1,2,32,1,2,32,6,2,0
25,6,1,2,3,2,2,4883,10781,4,24,1,4,1,23,0,1,10,10,4,0
32,29,2,3,2,2,1,14858,21094,1,14,4,4,1,19,6,3,19,8,4,0
55,16,3,2,4,2,2,12859,23881,1,25,4,3,0,31,2,3,31,14,4,1
45,26,2,2,2,1,3,4847,10378,5,16,4,4,0,38,5,4,14,11,7,1
44,3,2,1,4,1,1,2606,9518,9,10,2,2,0,24,4,2,24,11,15,1
38,7,3,1,2,1,2,7244,11243,2,19,4,4,1,17,5,2,16,5,15,0
61,21,3,2,4,1,1,7788,18873,9,12,3,4,3,32,2,2,21,16,13,1
44,10,5,3,3,1,1,14588,13204,8,14,3,3,0,36,0,2,33,17,4,1
64,30,2,4,4,3,2,9659,25549,5,13,3,3,3,32,0,2,32,8,5,0
64,4,3,4,3,3,1,19454,11559,9,12,3,1,1,31,1,4,24,10,0,0
59,12,1,4,2,3,1,7720,6786,9,23,2,4,0,13,1,3,13,13,13,1
58,6,4,3,2,2,3,18042,20129,1,12,1,3,3,31,5,3,29,9,3,0
31,18,3,2,2,1,4,15081,9880,0,18,4,1,0,21,0,1,21,10,14,1
38,7,4,4,2,3,4,15249,8258,1,14,3,2,0,21,3,2,21,5,1,0
31,2,2,2,3,2,1,17920,6898,9,12,2,1,3,19,2,3,18,8,1,0
60,23,1,2,1,4,2,3427,15840,5,20,4,1,3,37,4,3,37,15,10,1
23,8,1,2,1,5,4,7122,7174,1,14,4,1,3,16,0,4,3,2,0,0
29,18,5,4,4,4,2,10041,4585,6,21,4,1,1,33,4,4,7,7,7,1
45,24,5,3,2,4,4,5924,18942,6,18,3,4,2,38,0,1,38,17,5,1
46,28,2,3,2,5,3,19475,21952,0,12,3,1,2,17,1,1,9,9,9,1
54,13,3,3,1,2,3,11900,5609,5,25,4,2,1,27,1,3,27,15,2,1
55,23,1,3,1,5,2,10574,2312,4,23,4,1,3,20,6,1,20,3,1,0
20,3,2,2,2,2,2,2676,9376,7,14,2,2,3,19,0,3,0,0,0,1
50,13,2,4,2,4,3,5403,21575,7,11,2,3,1,36,4,4,36,9,10,1
63,7,3,3,1,5,2,8963,13485,8,17,4,1,2,34,2,1,33,18,7,1
29,1,1,3,3,4,1,12352,22046,1,23,2,3,1,29,0,3,10,10,4,0
29,18,1,3,2,5,3,16533,16838,0,15,3,2,3,35,0,3,15,2,14,0
28,21,1,1,1,5,3,5455,20351,9,21,3,1,3,38,6,4,38,7,15,0
45,16,5,2,3,1,3,6110,14057,5,17,4,4,0,14,6,3,13,13,12,1
52,11,1,3,1,3,3,4125,9208,1,10,1,1,2,6,3,2,0,0,0,0
51,29,4,2,2,3,1,5762,15979,4,11,3,4,3,31,6,2,30,0,9,1
39,25,3,2,4,4,3,19766,24516,0,16,1,4,1,32,6,3,11,11,10,1
56,17,1,2,1,4,3,15940,3791,0,16,3,3,1,26,0,1,26,10,12,0
40,5,3,1,4,4,2,7238,15157,4,21,1,3,2,16,6,2,16,11,0,0
29,6,3,1,4,1,3,17698,26407,5,20,1,4,1,39,6,2,15,1,0,0
36,14,4,3,2,1,4,9679,6049,6,18,1,3,2,37,5,2,0,0,0,0
48,14,1,2,3,4,2,14686,16078,3,21,2,4,1,29,1,2,29,8,11,1
30,19,3,1,4,1,2,14329,19993,3,21,2,2,1,36,6,1,36,15,11,0
36,5,1,4,3,5,4,7972,6611,4,15,1,2,3,22,3,4,22,3,2,0
53,18,4,4,2,5,2,17358,7054,5,21,4,1,2,26,6,1,26,15,1,1
39,11,5,2,2,5,1,9878,15332,7,16,2,3,3,36,3,4,36,3,15,1
61,24,5,4,2,3,3,19375,15119,8,13,3,2,2,29,1,2,15,6,15,1
47,12,5,3,3,5,3,3927,17205,6,11,2,2,3,23,6,2,23,14,1,1
21,19,5,4,1,3,2,18828,12483,9,18,2,2,3,27,1,1,27,10,4,0
30,21,2,4,4,5,3,13324,15380,2,20,3,4,0,29,5,1,29,9,12,0
37,29,3,4,2,4,2,11156,8094,5,25,3,3,3,25,1,4,25,9,6,1
56,28,2,2,4,3,3,4019,11737,8,10,1,2,3,23,4,1,23,5,0,1
23,17,1,1,3,1,2,18896,17824,5,15,2,2,1,30,5,3,30,4,0,0
61,21,5,4,3,3,2,9090,10223,9,19,4,3,1,24,3,1,24,0,15,1
29,17,1,4,4,2,2,16662,4632,7,18,3,4,2,33,2,2,1,1,1,0
33,25,4,2,1,3,1,10215,20846,7,19,3,2,0,24,2,1,6,6,6,1
62,2,3,3,2,5,2,2950,8376,3,19,2,3,2,22,5,2,22,3,14,1
34,6,4,3,1,5,1,19702,6494,6,11,4,4,1,28,4,3,28,11,12,1
25,25,3,1,4,5,1,15517,9345,6,11,2,3,2,34,2,2,34,14,15,1
50,19,4,2,2,1,4,2732,25042,6,21,1,2,1,29,3,1,29,16,12,1
61,6,4,1,2,4,2,1630,2103,7,18,4,3,1,28,1,4,28,15,1,1
56,1,3,4,4,3,1,11520,8178,1,22,2,1,2,30,6,3,30,14,15,1
29,14,1,1,2,1,4,4083,2626,1,19,3,3,1,17,3,3,1,1,0,0
43,23,4,1,1,2,3,7128,8453,5,19,2,1,1,38,5,1,14,11,12,1
36,2,3,4,3,3,1,12528,17471,5,18,1,4,0,25,6,3,15,15,11,1
30,21,3,1,3,5,1,15972,12950,4,13,4,1,0,35,4,2,7,7,7,1
27,21,4,1,4,1,1,7436,25289,1,24,4,4,1,35,4,4,27,1,13,1
51,12,1,4,3,1,4,7280,17460,7,17,2,3,1,39,0,1,39,11,15,1
48,17,5,4,3,3,4,13484,21677,2,17,2,1,3,17,4,3,16,1,13,0
44,27,2,4,4,1,1,9104,9521,0,20,4,1,3,14,6,2,13,13,8,1
20,23,5,1,4,1,2,4307,7922,0,11,2,2,1,29,6,2,20,3,13,1
61,4,4,4,2,1,4,7532,14955,6,13,3,3,0,40,4,3,26,8,11,1
22,4,4,2,4,3,4,11163,18124,6,15,3,3,1,24,6,1,20,7,9,0
22,7,3,1,1,5,3,13964,9905,5,24,4,1,0,31,5,2,31,6,6,1
54,26,1,4,4,1,3,15139,24767,5,13,3,3,0,15,3,3,15,12,9,1
24,13,1,1,2,1,1,10178,5696,4,16,4,4,3,27,3,1,27,11,10,1
57,17,4,2,2,4,3,17896,18762,5,22,3,3,1,37,4,1,37,11,6,1
65,14,1,4,4,2,2,10721,21599,1,19,1,2,0,38,6,2,28,12,12,1
59,22,2,4,1,4,1,17000,22722,4,21,3,4,1,35,3,1,35,18,11,1
30,17,1,3,2,5,1,18101,12719,1,14,3,2,2,35,3,4,23,3,5,0
51,29,1,2,1,4,4,12048,5920,2,13,1,3,2,20,5,2,20,1,12,0
53,16,3,2,2,3,1,10196,13607,4,15,3,4,3,38,5,1,38,12,5,0
51,16,4,3,3,4,3,1040,18452,0,15,3,2,2,40,6,4,7,7,7,1
20,6,1,2,2,3,1,4929,19099,2,14,3,3,2,28,4,4,27,6,5,0
27,26,4,4,2,4,1,4175,4965,9,15,2,2,1,26,1,2,17,8,11,1
60,2,1,3,2,4,3,15700,15323,5,24,1,1,3,18,4,3,18,6,14,1
52,26,1,1,2,2,4,6360,15404,1,24,3,4,3,18,6,1,18,2,1,0
54,27,1,4,2,3,2,4331,5641,2,14,4,2,2,37,2,4,37,2,9,1
23,17,3,2,4,5,3,13545,25334,8,16,4,1,1,25,3,2,25,0,6,0
38,24,1,3,4,1,2,16609,19827,7,23,4,4,1,5,6,1,5,0,5,1
62,23,5,1,1,5,2,10181,23253,2,14,1,2,3,25,0,3,25,13,12,1
22,2,2,3,3,4,2,6934,23167,6,13,4,4,1,27,4,1,27,1,3,0
20,18,1,4,4,5,1,7429,26645,3,20,3,3,1,32,1,3,31,10,10,1
37,21,5,4,3,4,2,17738,7686,6,18,2,3,3,33,1,1,33,9,1,1
47,20,4,3,1,4,4,16616,8204,4,14,3,1,1,36,3,1,36,14,11,1
29,12,3,3,1,1,4,10529,21709,1,15,3,4,0,36,4,3,24,10,8,0
52,4,4,2,2,2,4,2858,4386,5,11,4,1,3,32,6,3,21,7,14,1
49,9,3,4,4,2,1,12258,9005,0,10,4,3,2,37,4,2,30,0,6,1
36,11,4,1,2,1,3,14228,24488,5,12,2,2,0,28,5,2,5,5,5,0
32,17,4,3,2,5,4,15640,22361,0,16,2,4,0,37,2,3,30,7,4,0
27,30,2,1,1,3,2,17636,4351,2,10,1,1,3,34,5,4,0,0,0,1
43,13,2,3,2,1,1,12826,17681,9,10,4,3,2,39,6,1,39,16,9,1
23,26,2,4,1,4,1,8357,12093,6,25,1,2,3,18,4,3,8,8,8,1
65,25,4,3,4,2,4,14180,4666,1,17,4,3,1,11,5,4,11,3,11,1
64,28,3,2,4,2,2,13954,9319,8,12,3,3,3,24,2,4,20,1,2,1
43,19,2,1,2,5,2,13767,7495,2,11,4,2,1,28,1,2,2,2,0,0
19,8,3,3,1,3,4,14137,8427,2,17,3,2,2,25,4,2,4,1,4,0
65,5,3,4,4,1,2,15911,13297,6,22,4,4,3,36,5,1,36,10,12,1
49,10,1,3,3,4,1,9963,17672,0,21,2,2,2,14,5,2,12,12,3,0
20,15,5,1,4,4,1,3601,13842,4,19,4,2,2,28,3,1,28,17,8,1
36,19,4,4,1,3,4,10327,18665,9,23,3,3,0,27,2,3,27,9,5,0
53,25,5,3,2,5,2,18107,12942,2,11,1,3,3,24,2,1,24,11,6,1
37,9,4,2,1,3,3,12795,10853,0,22,2,3,3,15,3,2,9,9,9,0
47,16,3,2,2,5,4,2039,10671,6,24,2,2,0,33,0,2,33,8,2,1
54,16,5,2,4,5,1,19938,8762,9,19,2,4,2,14,3,4,14,14,6,0
62,8,1,4,2,1,4,4346,9075,6,23,3,3,3,29,2,2,29,7,8,1
37,3,5,3,2,1,4,12276,23709,8,16,4,3,2,12,3,4,12,4,12,0
51,3,5,4,2,4,1,8926,10740,6,16,4,2,2,36,2,2,36,14,8,0
61,10,1,2,2,2,3,4603,10834,3,19,1,2,3,5,5,4,4,4,4,0
34,12,1,4,3,5,4,19794,18329,2,15,2,1,2,34,0,1,13,13,8,0
59,15,2,3,3,4,3,2262,25615,5,10,1,2,0,9,4,1,9,1,0,1
40,15,4,2,2,2,3,11786,18747,5,10,2,3,2,33,6,1,33,12,12,1
58,27,3,4,1,4,1,8561,9385,1,20,2,2,2,34,1,4,30,10,0,1
26,26,5,1,1,5,4,6109,5687,6,23,4,1,3,10,0,1,4,0,4,1
44,19,5,2,4,2,4,14591,24934,0,20,1,4,2,37,4,3,5,5,1,0
34,14,3,1,3,3,3,10207,17302,8,12,4,1,2,26,5,1,12,3,10,1
58,11,1,2,4,1,4,5932,22449,1,21,2,4,3,39,3,1,39,15,13,0
63,6,1,3,4,1,3,2461,7177,2,22,3,4,1,27,6,4,12,12,12,1
34,12,5,4,3,2,1,3145,22363,5,21,1,3,1,32,2,1,32,2,13,1
19,18,5,1,2,2,1,14896,18213,6,21,1,2,2,36,6,2,36,17,12,1
32,25,3,1,1,5,1,7357,15875,0,20,4,2,0,22,5,4,22,6,15,1
28,2,3,4,4,2,3,11670,15578,2,22,2,1,3,20,5,1,20,9,7,0
54,26,4,3,1,1,4,17828,20696,5,13,4,2,3,25,0,3,7,7,7,1
58,24,1,1,2,5,4,2743,16957,3,18,1,4,1,33,3,4,33,6,0,0
26,26,2,4,4,4,2,1033,11361,4,25,3,3,0,38,5,1,30,0,10,1
31,16,2,1,1,1,2,17445,16286,2,21,2,3,1,30,6,3,30,16,5,1
25,4,3,3,3,3,1,4588,8511,7,16,3,4,1,23,4,4,19,4,11,1
60,4,4,1,4,5,4,15642,2590,0,10,3,4,2,34,5,2,34,10,9,0
29,21,5,1,2,3,3,1352,16133,9,13,3,4,3,16,1,2,1,1,1,1
24,30,3,3,4,2,3,18465,24342,6,15,4,4,2,23,0,1,23,9,0,1
20,17,3,1,4,4,3,19554,25531,1,23,1,2,2,16,6,3,10,10,4,0
43,20,3,4,1,2,4,19012,13707,7,22,4,4,0,3,6,2,3,3,1,1
20,22,2,3,1,1,4,5098,25688,2,15,2,2,3,25,1,3,25,1,5,0
63,28,3,1,3,4,1,16382,18514,3,16,2,3,0,19,3,2,13,6,13,1
21,10,4,3,2,1,2,14577,13012,1,18,3,2,0,30,4,4,19,9,3,0
49,18,2,2,3,4,4,10006,22127,4,15,3,4,2,35,5,2,35,17,11,1
63,30,4,4,1,3,3,12311,12901,8,10,2,1,1,38,0,3,24,0,7,1
31,27,2,1,2,1,4,17636,25349,3,12,2,1,3,38,5,3,38,11,15,1
20,19,4,4,3,1,2,4619,3972,6,10,3,2,1,34,6,1,9,3,0,0
30,11,1,1,4,2,2,14399,18317,7,15,2,1,3,34,4,4,34,0,11,1
25,14,1,2,3,5,3,5405,8577,9,24,3,3,1,40,2,2,4,4,4,0
55,4,2,2,2,1,1,1531,4154,0,16,3,2,2,3,6,4,3,3,3,0
19,16,1,4,4,4,2,10858,20457,5,24,3,1,3,19,4,4,19,9,5,0
55,3,5,4,1,2,2,17580,6008,4,24,3,3,1,22,4,3,22,11,15,1
63,25,4,3,4,5,2,10127,4686,9,21,1,2,1,27,5,1,4,4,4,0
48,22,2,1,2,1,2,11181,24905,9,24,2,2,3,28,4,4,28,11,14,1
56,11,1,1,4,3,2,9654,26199,0,24,2,2,0,28,5,3,28,1,8,0
44,5,2,4,3,2,4,2733,25575,8,21,2,2,0,31,0,2,31,2,13,1
34,21,5,3,3,3,3,10775,17335,9,12,3,4,3,30,6,3,21,12,3,0
52,2,2,2,4,4,4,10428,10460,6,19,4,1,2,29,0,1,6,5,6,1
63,12,2,1,2,2,1,18196,4378,0,18,4,2,3,34,0,3,32,16,5,1
41,30,3,2,2,2,2,13324,25781,1,10,1,2,3,21,1,4,21,15,14,1
18,13,3,3,2,2,1,9597,14396,3,10,2,1,1,40,5,3,40,4,6,0
46,25,3,1,2,5,1,4123,21643,9,16,3,1,2,27,3,3,27,17,7,1
43,2,3,3,3,5,3,15081,6842,8,21,3,3,0,29,6,3,20,3,9,1
61,5,4,3,2,1,4,10393,7261,1,14,1,1,1,35,3,4,35,14,6,0
52,23,5,1,2,3,1,14070,21501,0,25,1,2,1,7,4,1,3,3,3,0
61,19,2,2,4,1,1,7948,26818,0,14,3,4,0,26,1,2,5,5,5,0
41,29,5,2,4,3,1,13673,23252,8,14,4,1,1,32,3,4,18,8,5,1
63,24,2,3,3,1,1,9310,7870,0,20,2,4,2,11,0,2,10,7,0,0
50,5,3,4,3,2,2,19282,7271,3,20,3,2,1,22,2,2,16,13,8,1
43,26,4,3,3,2,3,13115,23020,4,21,1,1,0,38,5,4,17,6,12,1
54,28,2,2,2,3,3,11271,4066,5,14,3,4,0,12,2,4,12,2,7,1
56,3,2,3,4,2,3,5843,24461,5,11,4,3,2,40,3,4,40,3,8,1
43,19,1,3,4,1,1,16088,5550,2,23,3,3,2,35,1,4,10,10,10,1
55,19,4,1,2,5,1,14624,21631,6,10,1,3,3,26,3,1,26,8,0,0
55,11,4,3,1,4,2,19677,10412,7,14,1,3,3,20,0,1,15,10,5,0
28,12,4,4,2,1,1,5948,16623,0,19,3,4,0,36,1,3,14,0,5,0
46,19,5,4,1,3,4,17017,26109,8,18,1,4,2,13,2,2,13,11,11,1
46,20,3,4,2,2,4,14103,26144,5,17,4,4,0,31,5,2,14,6,14,0
20,10,1,4,3,4,1,13583,2582,0,18,2,4,2,37,4,4,17,8,8,1
26,17,5,3,1,4,4,19499,26293,8,12,2,3,0,15,0,4,11,2,1,0
52,12,3,4,1,2,4,4971,22804,3,24,2,4,2,25,6,2,25,10,0,0
23,3,2,4,3,1,3,3684,15271,8,11,1,1,2,39,6,4,39,9,1,1
26,26,1,1,1,2,1,8081,13191,9,14,4,2,3,17,1,1,17,17,5,1
25,26,5,2,4,5,3,14269,25162,4,16,4,1,3,25,4,3,25,0,6,0
44,21,1,1,2,3,4,2809,19824,5,22,3,4,3,40,0,3,17,13,6,1
51,29,3,4,1,2,3,1060,22502,8,13,3,4,2,19,5,2,0,0,0,1
41,8,5,2,3,1,4,16241,20810,5,24,3,3,2,15,5,1,15,6,2,0
65,8,5,1,2,5,3,4407,10380,0,11,4,3,3,36,2,1,36,9,3,0
22,25,1,3,1,5,1,5895,26195,0,18,4,2,3,32,6,4,20,11,2,0
27,25,2,2,2,1,4,1663,14736,1,15,3,3,1,7,1,4,7,7,7,1
37,13,2,1,1,3,1,17351,19025,1,24,4,1,0,18,3,4,1,1,1,1
39,22,2,1,4,4,2,15196,6793,5,24,2,3,3,18,1,3,18,8,15,1
29,13,3,4,3,5,4,10819,6936,9,12,3,3,0,28,1,3,28,18,8,1
61,10,1,2,4,1,3,18610,6123,9,21,3,2,1,29,0,1,29,6,13,1
46,15,3,4,4,5,2,19631,8816,4,25,1,4,2,33,3,1,2,2,2,0
48,23,3,2,1,4,1,7259,25830,6,20,1,3,2,7,2,1,7,6,7,1
23,28,2,4,4,1,1,19386,5667,7,10,3,4,0,34,6,4,34,11,9,1
63,16,2,2,3,5,1,2524,24390,9,25,2,1,0,26,4,3,17,2,15,1
24,13,2,2,2,1,2,17231,4846,9,24,4,4,0,25,2,4,25,4,5,0
50,11,1,1,2,1,4,19840,13311,9,10,2,3,1,32,3,4,24,5,5,0
63,12,1,4,2,4,4,10608,22013,9,23,2,4,0,39,5,3,7,7,4,1
32,14,2,2,1,1,1,9435,21838,2,17,4,1,3,39,4,4,17,16,4,0
30,20,3,2,3,3,1,4867,3018,8,20,1,3,3,23,1,3,23,3,10,0
41,3,1,2,1,5,1,16418,26158,0,13,4,1,1,8,6,2,4,4,4,0
47,15,5,3,4,2,2,12176,12546,2,18,2,3,1,25,4,1,25,7,7,0
50,11,3,2,3,3,2,19506,11006,1,14,4,2,0,28,6,2,9,9,9,1
37,3,3,3,4,3,1,1369,23681,5,14,1,1,0,20,1,1,10,10,8,1
36,18,4,2,3,1,3,19557,12126,0,17,4,3,0,17,5,1,3,3,3,0
36,8,1,2,2,3,4,12840,14238,7,16,4,1,2,16,3,2,9,9,7,0
55,23,5,1,3,3,2,11355,5492,9,22,4,3,2,36,2,3,36,14,10,1
41,8,1,1,1,3,4,12785,11271,9,17,2,2,3,11,0,4,11,11,9,1
22,13,3,1,2,1,2,14147,3594,2,23,4,4,2,26,4,2,9,9,9,0
39,6,1,1,3,3,3,15897,3944,5,13,4,4,0,31,0,1,11,11,2,0
39,29,3,4,1,2,2,14920,19939,1,21,1,2,1,28,5,3,4,3,4,0
45,10,5,2,1,3,4,11814,10879,4,19,1,2,1,28,6,2,26,7,8,0
34,15,3,3,4,1,3,17357,12325,1,11,1,4,3,32,0,3,32,2,4,0
48,28,2,2,2,1,3,19005,4958,6,15,4,1,2,31,4,2,31,6,3,0
64,26,3,2,3,4,3,17738,10765,4,23,3,2,1,26,0,2,4,2,4,0
24,5,2,2,3,4,3,9249,15325,7,22,1,4,2,22,0,3,22,0,14,0
34,1,5,1,2,2,4,8671,7224,5,16,4,4,1,23,0,3,23,18,8,1
29,8,5,2,4,5,3,4373,16513,7,15,1,4,0,1,2,3,1,1,1,1
24,2,3,2,4,4,4,19639,12448,8,12,1,1,0,38,1,3,29,2,4,0
