Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,Yes,Travel_Rarely,1036,Sales,4,1,Marketing,1,30,3,Male,60,4,1,Sales Representative,2,Married,1781,3328,2,Y,No,20,3,2,80,0,7,3,3,7,0,1,3
26,Yes,Travel_Rarely,674,Sales,23,5,Life Sciences,1,31,3,Female,49,2,2,Sales Representative,1,Married,4811,21896,6,Y,No,21,3,1,80,0,3,0,3,3,3,3,0
31,No,Travel_Rarely,1452,Sales,29,2,Marketing,1,32,2,Female,68,2,3,Sales Executive,3,Divorced,7167,19619,2,Y,No,23,3,4,80,1,11,4,3,4,0,1,3
46,Yes,Travel_Rarely,878,Research & Development,16,2,Life Sciences,1,33,2,Male,70,3,2,Research Scientist,3,Married,5257,13983,1,Y,No,21,3,1,80,3,8,6,3,1,1,0,0
27,Yes,Travel_Rarely,824,Research & Development,3,2,Technical Degree,1,34,2,Female,42,2,4,Manufacturing Director,2,Married,9732,16507,1,Y,Yes,15,3,2,80,1,5,2,4,0,0,0,0
45,No,Travel_Rarely,341,Research & Development,7,4,Life Sciences,1,35,2,Male,39,4,2,Laboratory Technician,4,Married,5395,4773,0,Y,No,22,3,1,80,1,8,1,4,1,1,1,1
41,Yes,Travel_Frequently,216,Research & Development,6,4,Life Sciences,1,36,3,Male,69,4,2,Healthcare Representative,4,Single,4231,11327,4,Y,Yes,18,3,3,80,0,8,4,3,8,0,1,7
44,Yes,Non-Travel,1168,Research & Development,12,1,Life Sciences,1,37,3,Female,79,4,2,Research Scientist,3,Single,5082,5916,2,Y,No,15,4,4,80,1,1,2,4,0,0,0,0
31,No,Travel_Rarely,214,Sales,1,2,Marketing,1,38,3,Male,86,3,2,Sales Representative,3,Single,4828,24462,1,Y,No,17,3,3,80,1,20,4,3,11,0,0,3
32,No,Travel_Rarely,296,Research & Development,3,2,Life Sciences,1,39,4,Female,33,3,3,Research Scientist,4,Single,6933,4065,0,Y,No,22,3,1,80,1,12,5,2,10,3,4,0
39,Yes,Travel_Rarely,343,Research & Development,11,1,Medical,1,40,2,Male,89,2,1,Laboratory Technician,3,Married,2613,16635,4,Y,Yes,12,3,4,80,0,25,4,4,20,10,1,0
28,Yes,Travel_Rarely,241,Research & Development,16,1,Medical,1,41,1,Male,65,4,5,Manufacturing Director,2,Married,11898,13036,0,Y,Yes,19,4,4,80,2,10,5,3,10,1,0,5
42,Yes,Travel_Frequently,1431,Sales,18,1,Marketing,1,42,4,Female,43,4,1,Sales Representative,2,Married,2090,24067,0,Y,No,11,3,3,80,1,20,4,3,20,3,0,1
31,Yes,Non-Travel,904,Sales,8,2,Life Sciences,1,43,2,Male,43,3,3,Sales Executive,4,Divorced,7026,9047,2,Y,Yes,24,3,3,80,0,3,4,4,0,0,0,0
42,Yes,Travel_Rarely,323,Research & Development,15,2,Medical,1,44,4,Female,51,2,2,Research Scientist,2,Single,4844,16230,3,Y,No,12,3,2,80,0,10,4,3,3,2,0,2
24,No,Travel_Rarely,820,Research & Development,8,5,Technical Degree,1,45,3,Male,66,3,3,Research Scientist,4,Divorced,7402,3350,3,Y,No,11,3,1,80,1,5,3,3,0,0,0,0
45,Yes,Travel_Rarely,999,Research & Development,5,4,Life Sciences,1,46,2,Male,74,2,4,Research Director,3,Single,10110,21940,1,Y,Yes,19,3,4,80,0,28,2,4,22,17,3,2
41,No,Travel_Rarely,1259,Sales,29,2,Technical Degree,1,47,3,Female,44,3,3,Sales Executive,4,Single,7093,13878,6,Y,No,18,3,2,80,2,11,3,3,2,2,0,2
32,Yes,Travel_Frequently,1023,Research & Development,1,2,Life Sciences,1,48,1,Female,51,3,2,Laboratory Technician,4,Single,5008,20612,3,Y,No,18,3,4,80,3,13,3,4,5,3,2,1
34,Yes,Travel_Rarely,369,Research & Development,16,3,Life Sciences,1,49,2,Female,75,4,1,Laboratory Technician,1,Divorced,2592,7311,0,Y,No,24,4,1,80,3,25,5,4,18,7,0,0
38,Yes,Travel_Frequently,1279,Sales,10,3,Life Sciences,1,50,1,Female,71,3,3,Sales Executive,2,Divorced,8444,7925,0,Y,No,24,4,4,80,1,5,4,3,5,1,2,0
39,Yes,Travel_Rarely,404,Research & Development,9,2,Life Sciences,1,51,1,Male,71,2,4,Manufacturing Director,4,Divorced,9955,19061,2,Y,Yes,11,3,2,80,0,9,6,4,1,0,1,1
44,Yes,Travel_Rarely,567,Sales,3,1,Life Sciences,1,52,1,Male,43,4,1,Sales Representative,2,Divorced,2191,15072,1,Y,Yes,24,4,1,80,1,16,3,4,10,2,2,0
37,Yes,Travel_Frequently,1284,Research & Development,23,3,Medical,1,53,1,Female,69,3,2,Research Scientist,4,Married,5136,13424,3,Y,Yes,11,3,4,80,3,7,4,3,0,0,0,0
49,Yes,Non-Travel,416,Human Resources,2,3,Human Resources,1,54,3,Male,96,4,4,Manager,2,Married,10199,20205,1,Y,No,23,3,3,80,3,4,4,1,2,0,2,2
31,No,Travel_Rarely,1420,Sales,1,3,Marketing,1,55,4,Female,40,3,4,Manager,4,Married,10544,5533,3,Y,No,21,3,2,80,0,17,3,3,17,6,0,3
56,No,Travel_Rarely,114,Research & Development,3,3,Marketing,1,56,3,Female,99,3,5,Manufacturing Director,4,Single,13014,26389,8,Y,No,16,3,3,80,1,15,4,3,9,4,0,1
32,No,Travel_Rarely,993,Human Resources,12,3,Human Resources,1,57,3,Female,71,4,4,Manager,4,Married,9696,11415,4,Y,No,18,3,1,80,1,12,3,3,5,0,0,2
24,Yes,Non-Travel,849,Research & Development,14,4,Medical,1,58,1,Female,47,4,3,Research Scientist,1,Single,7667,12326,3,Y,Yes,20,3,2,80,1,15,2,2,8,1,6,0
45,Yes,Travel_Rarely,1094,Sales,2,3,Medical,1,59,3,Male,93,3,2,Sales Executive,3,Single,4779,18704,3,Y,Yes,20,3,4,80,1,10,2,1,7,6,1,7
45,No,Travel_Rarely,1056,Sales,8,1,Life Sciences,1,60,3,Female,65,3,3,Sales Executive,4,Married,8217,12801,5,Y,No,17,3,4,80,2,3,4,3,0,0,0,0
45,Yes,Travel_Frequently,1493,Sales,1,1,Life Sciences,1,61,3,Male,88,4,5,Manager,1,Divorced,12608,20390,3,Y,Yes,16,3,4,80,1,34,3,2,26,4,1,0
47,Yes,Travel_Frequently,597,Research & Development,3,2,Other,1,62,1,Male,83,1,2,Laboratory Technician,1,Single,5816,3752,2,Y,Yes,15,4,1,80,3,12,0,4,3,1,0,3
30,Yes,Travel_Rarely,356,Research & Development,8,4,Medical,1,63,1,Male,72,3,2,Laboratory Technician,3,Married,4798,20959,2,Y,Yes,11,3,3,80,2,11,2,4,4,2,1,0
32,Yes,Travel_Rarely,179,Research & Development,1,1,Life Sciences,1,64,1,Female,47,3,2,Laboratory Technician,3,Single,4670,7196,3,Y,No,17,3,4,80,0,10,4,4,5,5,1,3
40,No,Travel_Rarely,1376,Research & Development,14,4,Life Sciences,1,65,4,Female,88,3,3,Research Scientist,4,Divorced,7611,3238,1,Y,No,13,4,4,80,1,11,5,4,3,1,0,0
39,Yes,Travel_Frequently,598,Sales,2,2,Other,1,66,4,Male,70,2,2,Sales Executive,2,Married,4966,9661,3,Y,No,18,4,1,80,1,26,4,4,21,3,0,1
36,Yes,Travel_Rarely,850,Sales,10,4,Technical Degree,1,67,3,Male,73,4,2,Sales Executive,3,Single,4297,2628,3,Y,No,16,3,3,80,3,1,2,1,0,0,0,0
47,No,Travel_Rarely,531,Research & Development,3,2,Medical,1,68,4,Female,43,4,4,Research Director,3,Married,10825,10894,2,Y,No,24,3,3,80,3,15,6,4,11,2,1,2
36,Yes,Travel_Rarely,1214,Sales,1,3,Marketing,1,69,2,Male,31,4,1,Sales Representative,2,Married,2222,4038,6,Y,No,14,3,3,80,1,9,3,3,0,0,0,0
33,Yes,Travel_Frequently,650,Sales,18,2,Life Sciences,1,70,2,Male,78,3,1,Sales Representative,1,Divorced,2852,2553,1,Y,No,13,3,3,80,0,7,4,2,5,3,3,1
33,Yes,Non-Travel,1003,Sales,1,5,Technical Degree,1,71,1,Male,72,3,1,Sales Representative,3,Divorced,3029,10894,2,Y,No,11,4,2,80,0,2,3,4,1,1,1,1
35,No,Travel_Rarely,765,Research & Development,2,3,Life Sciences,1,72,3,Female,41,4,5,Manufacturing Director,2,Divorced,12370,11630,3,Y,No,21,4,2,80,1,8,4,4,4,4,4,0
46,Yes,Travel_Rarely,1138,Sales,18,1,Other,1,73,2,Female,45,2,1,Sales Representative,1,Single,2419,19772,3,Y,Yes,16,3,2,80,0,11,5,2,2,2,2,2
29,Yes,Travel_Rarely,1008,Research & Development,1,3,Life Sciences,1,74,3,Male,40,4,1,Healthcare Representative,3,Divorced,2842,11028,7,Y,No,18,3,4,80,3,2,4,3,0,0,0,0
54,Yes,Travel_Rarely,979,Sales,3,2,Marketing,1,75,3,Female,41,3,2,Sales Executive,1,Married,5301,22728,1,Y,Yes,22,3,1,80,1,20,4,3,11,0,3,0
36,Yes,Travel_Rarely,476,Sales,11,4,Medical,1,76,1,Female,46,3,3,Sales Executive,1,Single,7500,22523,7,Y,No,19,3,4,80,0,4,3,4,3,3,1,3
36,No,Travel_Rarely,1311,Sales,9,2,Marketing,1,77,3,Male,82,3,5,Manager,2,Divorced,13015,19177,2,Y,No,16,3,4,80,1,10,2,3,5,2,0,0
60,No,Non-Travel,794,Research & Development,29,2,Marketing,1,78,3,Female,46,3,5,Manager,4,Divorced,12792,15194,4,Y,No,12,3,3,80,0,6,2,3,3,3,3,0
29,Yes,Travel_Rarely,389,Human Resources,15,3,Technical Degree,1,79,1,Male,34,1,1,Human Resources,3,Married,2800,3543,4,Y,No,19,4,2,80,1,2,3,4,0,0,0,0
36,Yes,Travel_Rarely,1434,Sales,14,4,Medical,1,80,2,Female,44,3,1,Sales Representative,4,Single,2576,9007,2,Y,No,23,3,4,80,2,11,3,3,5,5,0,5
37,Yes,Travel_Rarely,1322,Sales,1,2,Life Sciences,1,81,3,Male,65,4,2,Sales Representative,3,Married,5620,3431,2,Y,Yes,19,3,4,80,2,10,2,4,7,3,1,7
37,Yes,Travel_Rarely,424,Research & Development,2,3,Life Sciences,1,82,2,Female,90,3,1,Laboratory Technician,3,Married,2535,21417,1,Y,No,14,4,4,80,2,10,4,1,3,3,0,3
23,Yes,Travel_Frequently,976,Research & Development,12,3,Medical,1,83,4,Male,50,3,1,Healthcare Representative,3,Divorced,2394,13335,4,Y,No,11,3,1,80,0,1,1,4,1,1,1,1
38,Yes,Travel_Rarely,268,Research & Development,3,5,Other,1,84,3,Female,36,2,1,Healthcare Representative,3,Single,2448,22556,3,Y,No,20,3,2,80,0,16,3,2,11,4,1,0
27,No,Travel_Rarely,877,Research & Development,3,4,Medical,1,85,2,Male,67,3,5,Manager,3,Married,12216,24714,2,Y,No,18,3,3,80,1,11,4,2,3,3,3,3
22,Yes,Travel_Frequently,500,Human Resources,16,3,Other,1,86,3,Male,44,4,1,Human Resources,3,Married,2640,20652,4,Y,No,16,3,3,80,0,40,6,4,35,0,1,3
18,Yes,Travel_Rarely,1442,Research & Development,2,4,Life Sciences,1,87,4,Female,75,4,2,Laboratory Technician,4,Divorced,5050,26955,3,Y,Yes,13,3,3,80,1,10,4,3,4,1,2,4
49,Yes,Travel_Rarely,936,Research & Development,17,2,Life Sciences,1,88,2,Female,96,3,4,Manager,4,Married,10035,26236,2,Y,Yes,19,3,3,80,0,7,5,3,6,0,4,1
40,No,Non-Travel,365,Research & Development,11,4,Medical,1,89,2,Female,69,3,2,Laboratory Technician,2,Married,5031,21265,2,Y,No,16,3,2,80,1,14,3,3,7,1,0,2
36,No,Travel_Rarely,1006,Human Resources,8,3,Marketing,1,90,4,Female,94,3,1,Human Resources,3,Divorced,2693,23261,2,Y,No,17,3,3,80,0,15,2,3,15,1,5,0
37,Yes,Travel_Frequently,172,Research & Development,20,3,Life Sciences,1,91,2,Female,80,3,1,Laboratory Technician,3,Divorced,2766,4602,2,Y,Yes,19,3,2,80,1,8,4,4,6,6,1,2
37,Yes,Travel_Rarely,1341,Research & Development,2,2,Medical,1,92,3,Male,49,4,2,Healthcare Representative,4,Married,4399,15722,3,Y,Yes,20,3,4,80,1,8,3,4,8,1,0,3
38,Yes,Travel_Frequently,117,Research & Development,7,2,Life Sciences,1,93,4,Female,48,4,2,Healthcare Representative,1,Married,5462,18881,2,Y,No,11,3,2,80,2,2,4,3,0,0,0,0
47,Yes,Travel_Rarely,495,Research & Development,21,4,Life Sciences,1,94,2,Male,81,2,4,Research Director,3,Divorced,9889,10197,0,Y,Yes,23,3,2,80,2,30,1,3,21,7,0,8
38,No,Non-Travel,796,Research & Development,14,2,Life Sciences,1,95,3,Male,56,4,2,Research Scientist,4,Married,4852,7966,2,Y,No,17,3,4,80,0,9,3,4,3,0,0,3
37,Yes,Travel_Rarely,1191,Research & Development,10,2,Medical,1,96,2,Female,86,3,4,Manager,4,Married,10093,8094,1,Y,Yes,19,3,1,80,3,24,4,2,20,5,0,1
34,No,Travel_Rarely,378,Sales,4,5,Medical,1,97,4,Male,59,3,3,Sales Executive,3,Divorced,7786,21026,0,Y,No,16,4,1,80,3,9,3,4,3,3,2,2
47,Yes,Travel_Rarely,1115,Research & Development,3,5,Technical Degree,1,98,1,Female,81,3,2,Research Scientist,4,Married,4451,3084,4,Y,No,24,3,1,80,1,7,3,3,2,2,1,2
27,Yes,Non-Travel,1164,Research & Development,16,3,Medical,1,99,3,Male,33,4,5,Research Director,2,Single,12471,24161,2,Y,No,17,3,4,80,1,0,6,4,0,0,0,0
46,No,Travel_Frequently,1451,Human Resources,7,2,Marketing,1,100,3,Female,82,4,5,Manager,3,Married,12680,24307,3,Y,No,23,3,4,80,0,3,2,4,3,3,3,3
46,Yes,Travel_Rarely,714,Human Resources,13,3,Marketing,1,101,3,Male,38,3,1,Human Resources,4,Married,2439,22057,2,Y,Yes,20,4,4,80,0,8,3,2,1,0,1,1
43,Yes,Non-Travel,1438,Research & Development,4,1,Life Sciences,1,102,1,Male,50,3,1,Healthcare Representative,2,Married,2385,25024,0,Y,Yes,19,3,2,80,1,18,3,3,10,0,1,1
26,Yes,Travel_Rarely,807,Research & Development,22,4,Technical Degree,1,103,4,Male,51,3,2,Laboratory Technician,1,Single,4350,17729,4,Y,No,16,3,1,80,1,8,3,3,1,1,1,1
42,Yes,Travel_Rarely,715,Human Resources,19,1,Human Resources,1,104,2,Male,83,3,1,Human Resources,2,Divorced,2640,4504,3,Y,No,19,4,4,80,0,5,3,2,0,0,0,0
36,Yes,Travel_Rarely,669,Human Resources,1,4,Human Resources,1,105,3,Male,85,1,2,Human Resources,3,Married,4388,15117,3,Y,Yes,12,3,2,80,0,15,4,4,7,2,1,1
37,Yes,Travel_Rarely,664,Research & Development,4,1,Technical Degree,1,106,4,Male,75,2,2,Laboratory Technician,3,Married,5013,3414,2,Y,No,11,3,3,80,0,3,4,4,1,1,0,1
24,Yes,Travel_Frequently,327,Sales,21,4,Life Sciences,1,107,2,Female,51,3,2,Sales Executive,4,Married,4404,7745,2,Y,No,19,3,4,80,3,15,3,4,12,10,0,0
34,No,Travel_Rarely,1410,Research & Development,8,3,Life Sciences,1,108,3,Male,38,3,4,Manager,3,Divorced,9270,3778,3,Y,No,12,3,3,80,2,0,3,2,0,0,0,0
37,Yes,Travel_Rarely,1388,Research & Development,24,3,Life Sciences,1,109,3,Female,60,3,1,Laboratory Technician,1,Married,2935,26879,2,Y,No,20,3,4,80,2,20,1,4,15,6,0,10
39,Yes,Non-Travel,243,Sales,1,1,Marketing,1,110,2,Male,60,3,1,Sales Representative,4,Married,2546,9978,3,Y,No,12,3,1,80,2,12,4,4,7,6,3,1
36,Yes,Travel_Rarely,282,Research & Development,10,3,Life Sciences,1,111,4,Male,39,2,1,Laboratory Technician,4,Single,2547,6636,1,Y,No,13,3,4,80,0,16,3,4,8,1,2,0
38,Yes,Travel_Rarely,965,Research & Development,12,3,Life Sciences,1,112,4,Female,86,3,4,Manager,2,Single,9710,10097,1,Y,No,22,3,1,80,3,5,2,3,0,0,0,0
36,Yes,Travel_Rarely,1222,Sales,6,1,Life Sciences,1,113,2,Female,66,2,2,Sales Executive,1,Single,5434,21067,0,Y,Yes,22,3,3,80,0,6,5,3,4,4,1,4
34,Yes,Travel_Rarely,355,Sales,10,2,Medical,1,114,3,Female,68,2,1,Sales Representative,2,Married,2385,16457,1,Y,Yes,18,3,2,80,1,9,1,3,6,0,0,0
40,No,Travel_Rarely,1457,Research & Development,1,3,Medical,1,115,2,Male,60,3,2,Laboratory Technician,2,Divorced,4652,14281,5,Y,No,13,3,4,80,1,20,5,4,12,1,0,0
43,No,Travel_Rarely,545,Research & Development,2,4,Technical Degree,1,116,4,Male,51,3,4,Manager,3,Single,10057,16424,3,Y,No,19,3,3,80,3,3,3,3,0,0,0,0
33,Yes,Travel_Rarely,795,Sales,2,2,Marketing,1,117,4,Female,54,3,1,Sales Representative,2,Married,2261,11949,0,Y,Yes,18,4,3,80,0,3,3,3,2,1,2,1
23,Yes,Non-Travel,702,Sales,8,2,Other,1,118,1,Male,69,3,3,Sales Executive,4,Divorced,7291,20278,1,Y,No,15,3,1,80,0,9,3,4,0,0,0,0
31,Yes,Travel_Frequently,1150,Sales,6,2,Other,1,119,2,Male,51,3,1,Sales Representative,1,Single,2372,24775,3,Y,No,24,3,1,80,2,2,2,3,0,0,0,0
41,Yes,Travel_Rarely,380,Research & Development,1,1,Medical,1,120,4,Male,47,3,1,Laboratory Technician,3,Single,2175,5878,2,Y,No,18,3,3,80,2,8,2,2,0,0,0,0
46,Yes,Travel_Rarely,1267,Sales,2,1,Other,1,121,3,Male,80,1,3,Sales Executive,4,Married,7756,21317,2,Y,No,13,3,3,80,0,3,3,3,0,0,0,0
24,Yes,Travel_Rarely,727,Research & Development,1,3,Marketing,1,122,3,Male,75,2,4,Manufacturing Director,2,Single,9798,21469,1,Y,No,11,3,2,80,0,8,2,3,0,0,0,0
44,Yes,Travel_Frequently,607,Research & Development,3,3,Medical,1,123,4,Male,83,3,5,Manager,4,Married,12611,2496,4,Y,Yes,20,3,4,80,2,4,2,4,0,0,0,0
38,Yes,Travel_Rarely,1190,Research & Development,6,3,Medical,1,124,2,Male,37,3,4,Manager,1,Married,9729,26073,2,Y,No,12,3,1,80,1,22,3,3,16,0,4,1
35,Yes,Travel_Frequently,1254,Sales,9,1,Other,1,125,2,Female,97,2,3,Sales Executive,2,Married,8151,8971,5,Y,No,23,3,1,80,1,24,5,4,19,2,1,0
33,Yes,Travel_Rarely,1040,Sales,1,1,Life Sciences,1,126,4,Female,81,2,3,Sales Executive,1,Single,7308,14845,1,Y,No,14,3,2,80,3,9,0,4,4,2,1,2
44,Yes,Non-Travel,213,Sales,3,3,Life Sciences,1,127,1,Female,61,3,1,Sales Representative,3,Divorced,2058,20452,1,Y,Yes,16,3,3,80,3,12,3,4,11,2,2,2
28,Yes,Travel_Rarely,405,Research & Development,3,3,Life Sciences,1,128,3,Male,95,3,1,Healthcare Representative,1,Married,2910,9960,3,Y,Yes,23,3,3,80,0,12,3,2,9,1,0,0
38,Yes,Travel_Rarely,985,Research & Development,1,1,Life Sciences,1,129,3,Male,33,3,5,Manager,3,Single,12476,4856,3,Y,No,22,4,4,80,0,4,3,4,0,0,0,0
35,Yes,Travel_Frequently,1060,Research & Development,6,3,Life Sciences,1,130,3,Male,35,3,5,Manager,1,Single,12620,5855,1,Y,No,15,3,2,80,1,7,4,4,0,0,0,0
41,Yes,Travel_Rarely,773,Sales,19,4,Life Sciences,1,131,4,Male,52,1,3,Sales Executive,1,Married,7373,16636,4,Y,No,17,3,1,80,0,6,3,4,0,0,0,0
36,Yes,Travel_Rarely,952,Research & Development,1,4,Life Sciences,1,132,4,Male,81,2,1,Laboratory Technician,4,Divorced,3170,24983,4,Y,Yes,18,4,2,80,1,10,4,3,2,0,0,2
29,No,Travel_Rarely,1423,Sales,3,2,Medical,1,133,4,Female,61,4,2,Sales Executive,4,Married,4892,8919,2,Y,No,18,3,2,80,0,6,4,3,3,3,1,0
45,No,Travel_Rarely,1415,Research & Development,4,5,Medical,1,134,3,Female,90,3,2,Healthcare Representative,3,Married,4998,4014,1,Y,No,13,3,3,80,1,14,2,1,11,2,1,2
45,No,Travel_Rarely,1251,Research & Development,1,2,Medical,1,135,3,Male,60,2,5,Manager,3,Single,12025,17695,2,Y,No,21,3,4,80,1,4,2,3,0,0,0,0
36,No,Travel_Rarely,682,Research & Development,10,3,Other,1,136,4,Male,95,4,2,Research Scientist,3,Married,4341,13577,1,Y,Yes,19,3,4,80,1,12,0,3,7,2,1,0
34,Yes,Non-Travel,1080,Research & Development,15,3,Other,1,137,4,Male,82,3,2,Healthcare Representative,3,Divorced,4212,10722,3,Y,Yes,24,3,4,80,0,14,3,3,11,1,3,1
35,Yes,Travel_Rarely,812,Human Resources,3,3,Human Resources,1,138,3,Female,65,2,1,Human Resources,2,Married,2438,21796,2,Y,No,13,3,4,80,0,10,1,4,6,1,1,6
42,No,Travel_Rarely,989,Research & Development,2,3,Life Sciences,1,139,3,Male,65,3,3,Research Scientist,4,Divorced,7071,5863,0,Y,No,16,3,1,80,1,6,3,4,5,1,5,2
