Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Frequently,699,Research & Development,10,2,Technical Degree,1,13,1,Male,75,3,4,Manufacturing Director,3,Married,9719,8690,4,Y,No,19,3,4,80,3,13,3,3,4,4,3,2
29,Yes,Travel_Rarely,516,Research & Development,2,1,Life Sciences,1,14,4,Female,99,4,4,Manager,3,Divorced,9533,3284,1,Y,Yes,23,4,4,80,0,4,2,2,4,4,0,0
28,Yes,Travel_Frequently,538,Sales,5,3,Life Sciences,1,15,3,Male,97,4,2,Sales Executive,2,Single,5152,17091,5,Y,No,18,3,4,80,2,7,3,4,0,0,0,0
45,Yes,Non-Travel,399,Research & Development,1,4,Life Sciences,1,16,4,Male,44,3,1,Laboratory Technician,4,Married,1962,24665,0,Y,Yes,18,3,3,80,2,3,1,3,0,0,0,0
38,Yes,Travel_Frequently,1135,Sales,1,4,Medical,1,17,4,Male,74,3,2,Sales Executive,1,Married,5276,14151,3,Y,No,11,3,3,80,0,2,4,2,0,0,0,0
54,Yes,Travel_Rarely,748,Sales,21,5,Life Sciences,1,18,2,Male,74,4,3,Sales Executive,2,Single,7768,20210,0,Y,No,17,3,4,80,0,7,1,4,3,1,3,0
60,No,Travel_Rarely,238,Research & Development,1,4,Medical,1,19,3,Female,75,2,4,Manager,4,Married,10241,13729,3,Y,No,15,3,4,80,1,8,6,3,7,7,1,2
43,Yes,Travel_Frequently,129,Research & Development,3,4,Technical Degree,1,20,1,Male,37,3,3,Research Scientist,3,Married,8126,15311,2,Y,No,21,3,1,80,1,12,4,3,7,3,0,5
39,Yes,Travel_Frequently,734,Research & Development,3,4,Life Sciences,1,21,1,Male,85,3,4,Manufacturing Director,4,Married,9846,22450,6,Y,No,21,3,1,80,1,11,2,3,9,0,0,2
52,Yes,Travel_Frequently,1038,Research & Development,7,4,Technical Degree,1,22,1,Female,40,3,4,Manufacturing Director,1,Single,9968,20598,2,Y,No,23,3,4,80,2,2,5,3,1,0,0,1
21,Yes,Travel_Rarely,956,Research & Development,9,5,Life Sciences,1,23,3,Male,51,2,5,Manager,3,Married,12671,24818,3,Y,Yes,12,4,1,80,1,10,1,4,1,1,1,1
26,Yes,Travel_Rarely,1219,Research & Development,23,3,Life Sciences,1,24,3,Female,53,3,3,Research Scientist,4,Single,7474,25543,0,Y,Yes,23,3,2,80,0,4,4,4,0,0,0,0
35,Yes,Non-Travel,1204,Sales,9,3,Marketing,1,25,3,Female,58,2,3,Sales Executive,1,Married,7375,4888,4,Y,No,20,4,3,80,1,1,1,3,0,0,0,0
40,Yes,Travel_Rarely,259,Sales,13,4,Marketing,1,26,3,Male,91,3,3,Sales Executive,1,Married,7409,11487,1,Y,No,15,3,3,80,1,1,2,4,0,0,0,0
38,No,Travel_Rarely,673,Research & Development,25,2,Life Sciences,1,27,2,Male,75,3,2,Research Scientist,3,Married,4942,5210,3,Y,No,24,3,4,80,1,1,3,3,1,0,1,1
38,No,Travel_Rarely,173,Research & Development,3,5,Marketing,1,28,3,Male,82,3,4,Manufacturing Director,2,Single,10735,3331,2,Y,No,22,3,4,80,2,15,2,3,6,6,6,2
44,No,Travel_Rarely,1079,Research & Development,1,3,Medical,1,29,2,Female,93,3,4,Manufacturing Director,4,Single,9896,14352,2,Y,No,21,3,4,80,1,27,2,2,19,4,0,11
37,Yes,Travel_Frequently,242,Human Resources,8,3,Life Sciences,1,30,2,Male,40,3,1,Human Resources,1,Single,2827,19951,3,Y,No,23,3,2,80,0,7,2,4,4,0,1,3
42,Yes,Travel_Rarely,783,Research & Development,4,1,Marketing,1,31,1,Male,58,4,1,Laboratory Technician,1,Married,3006,19325,2,Y,No,18,3,2,80,1,13,6,1,8,1,3,0
39,Yes,Travel_Rarely,275,Sales,17,4,Marketing,1,32,4,Male,60,1,5,Manager,4,Single,12291,22888,5,Y,No,24,3,4,80,0,12,3,4,7,7,0,0
32,Yes,Travel_Rarely,575,Human Resources,3,4,Technical Degree,1,33,4,Male,63,4,1,Human Resources,3,Married,2289,7075,2,Y,Yes,16,3,4,80,0,8,3,3,1,1,1,1
30,Yes,Travel_Frequently,434,Research & Development,4,2,Medical,1,34,3,Male,47,1,5,Manufacturing Director,2,Divorced,12234,8052,5,Y,No,15,3,4,80,1,17,2,4,10,1,1,3
28,Yes,Travel_Rarely,1495,Research & Development,2,3,Medical,1,35,2,Female,65,3,1,Laboratory Technician,1,Divorced,2201,13080,4,Y,No,24,3,4,80,0,2,4,3,1,1,0,1
41,No,Travel_Frequently,398,Research & Development,17,1,Life Sciences,1,36,4,Male,89,3,5,Manager,4,Married,12858,16326,3,Y,No,24,4,4,80,0,19,3,3,10,1,3,0
35,Yes,Travel_Rarely,158,Sales,4,4,Technical Degree,1,37,3,Female,47,2,3,Sales Executive,4,Married,8076,3562,7,Y,Yes,18,3,3,80,1,6,3,4,0,0,0,0
54,Yes,Travel_Rarely,1288,Human Resources,3,3,Human Resources,1,38,2,Female,80,4,2,Human Resources,1,Single,4886,15427,2,Y,No,19,3,3,80,1,6,1,3,0,0,0,0
39,No,Travel_Rarely,1003,Research & Development,3,3,Life Sciences,1,39,4,Male,87,4,2,Research Scientist,2,Married,5399,25905,1,Y,No,15,3,4,80,3,14,4,3,5,0,0,0
55,Yes,Travel_Rarely,386,Sales,1,2,Life Sciences,1,40,2,Female,53,4,2,Sales Executive,3,Married,4768,22075,1,Y,Yes,22,4,3,80,0,15,5,2,11,7,1,0
27,Yes,Travel_Rarely,771,Research & Development,1,3,Life Sciences,1,41,1,Male,69,2,5,Manager,3,Single,12583,16779,2,Y,Yes,20,3,2,80,3,5,3,3,0,0,0,0
38,No,Travel_Rarely,449,Research & Development,13,4,Life Sciences,1,42,3,Male,67,4,2,Research Scientist,3,Married,4983,13197,2,Y,No,21,3,3,80,0,12,3,3,3,1,3,0
26,Yes,Travel_Rarely,146,Sales,2,3,Marketing,1,43,1,Male,41,3,2,Sales Executive,1,Single,4861,12356,4,Y,No,21,3,4,80,1,5,3,3,0,0,0,0
36,Yes,Travel_Rarely,817,Research & Development,1,4,Technical Degree,1,44,4,Male,73,3,1,Laboratory Technician,3,Single,2040,6339,2,Y,No,15,3,4,80,0,8,3,3,1,0,1,1
46,No,Travel_Rarely,221,Sales,3,2,Life Sciences,1,45,4,Male,41,1,3,Sales Executive,3,Married,7428,15474,1,Y,No,22,3,3,80,0,6,3,4,1,0,1,1
35,Yes,Travel_Rarely,1185,Research & Development,2,1,Marketing,1,46,3,Female,44,3,2,Laboratory Technician,4,Married,5232,25320,3,Y,Yes,20,3,3,80,2,3,6,3,0,0,0,0
36,No,Travel_Rarely,424,Sales,3,3,Technical Degree,1,47,3,Female,41,4,4,Manager,4,Married,9717,21463,2,Y,No,11,3,3,80,1,7,4,4,6,2,0,0
42,No,Travel_Frequently,605,Research & Development,6,4,Medical,1,48,4,Male,83,4,4,Manufacturing Director,3,Married,9446,15837,3,Y,No,20,3,1,80,2,6,2,3,3,2,0,1
56,Yes,Travel_Frequently,645,Research & Development,2,2,Marketing,1,49,1,Male,32,3,1,Laboratory Technician,4,Married,2176,11316,1,Y,No,19,3,4,80,0,11,4,4,4,4,4,2
31,No,Travel_Frequently,163,Sales,10,4,Life Sciences,1,50,3,Female,49,4,3,Sales Executive,3,Divorced,7584,20867,3,Y,No,23,3,4,80,0,10,6,4,5,0,0,3
30,Yes,Travel_Rarely,1397,Research & Development,13,4,Technical Degree,1,51,2,Female,56,4,2,Research Scientist,1,Single,4512,12698,2,Y,Yes,21,3,2,80,3,8,5,4,0,0,0,0
33,Yes,Travel_Rarely,1472,Human Resources,1,2,Human Resources,1,52,1,Female,60,4,2,Human Resources,2,Single,4414,21114,4,Y,No,24,3,4,80,0,7,2,3,5,3,1,0
38,No,Travel_Rarely,1343,Research & Development,4,4,Life Sciences,1,53,4,Female,46,3,5,Manufacturing Director,1,Married,12658,15332,3,Y,No,21,3,2,80,1,20,5,4,15,3,4,7
32,No,Travel_Rarely,1186,Research & Development,25,5,Life Sciences,1,54,4,Female,55,3,2,Research Scientist,3,Single,4876,15427,2,Y,No,11,4,4,80,1,18,1,4,13,2,0,2
41,Yes,Travel_Rarely,1264,Sales,3,2,Life Sciences,1,55,1,Male,72,1,2,Sales Executive,1,Single,4717,25628,2,Y,Yes,14,3,2,80,3,17,4,3,14,1,0,0
46,Yes,Travel_Rarely,440,Research & Development,20,4,Technical Degree,1,56,4,Female,74,1,1,Laboratory Technician,4,Married,3109,6442,2,Y,No,15,3,4,80,2,29,3,4,22,10,2,0
28,Yes,Travel_Rarely,114,Research & Development,8,3,Marketing,1,57,1,Male,81,3,2,Research Scientist,2,Single,4149,20632,0,Y,No,23,3,2,80,1,12,3,2,5,4,0,1
53,Yes,Travel_Rarely,639,Research & Development,8,5,Life Sciences,1,58,3,Female,57,4,4,Manufacturing Director,4,Married,9860,20581,3,Y,Yes,20,3,1,80,2,2,3,2,1,1,1,1
26,Yes,Travel_Rarely,1084,Research & Development,1,1,Medical,1,59,1,Female,74,4,5,Manufacturing Director,3,Single,12162,20194,1,Y,Yes,22,3,3,80,3,15,3,3,9,0,1,1
42,Yes,Travel_Frequently,1392,Research & Development,23,4,Medical,1,60,4,Female,33,4,4,Manufacturing Director,1,Married,10419,14338,3,Y,No,18,3,2,80,1,17,4,4,10,1,2,9
40,Yes,Travel_Rarely,943,Research & Development,1,3,Medical,1,61,4,Male,57,3,2,Research Scientist,1,Single,4765,11410,6,Y,No,15,4,2,80,0,11,2,3,6,5,4,1
55,Yes,Travel_Rarely,242,Research & Development,1,3,Life Sciences,1,62,3,Female,80,3,1,Laboratory Technician,4,Divorced,3334,13810,2,Y,No,16,3,4,80,0,3,5,3,0,0,0,0
33,Yes,Non-Travel,430,Research & Development,4,3,Life Sciences,1,63,4,Female,84,4,2,Laboratory Technician,1,Single,5172,18692,3,Y,Yes,18,4,4,80,0,32,2,4,25,13,0,0
38,No,Travel_Rarely,543,Sales,2,5,Marketing,1,64,2,Male,34,3,2,Sales Representative,3,Married,5404,11215,1,Y,No,24,4,3,80,1,19,3,3,14,12,3,0
43,Yes,Travel_Frequently,1029,Sales,2,2,Life Sciences,1,65,3,Male,60,3,2,Sales Representative,1,Married,4760,2970,1,Y,No,16,3,2,80,1,4,2,3,0,0,0,0
46,No,Travel_Rarely,417,Research & Development,13,2,Life Sciences,1,66,3,Male,83,4,2,Research Scientist,4,Married,4574,26640,5,Y,No,16,3,1,80,1,22,3,4,15,0,3,3
36,Yes,Travel_Rarely,141,Sales,6,3,Marketing,1,67,1,Male,36,3,2,Sales Representative,1,Married,5519,16897,5,Y,No,15,4,4,80,2,6,4,3,5,4,5,0
54,Yes,Travel_Rarely,467,Research & Development,16,3,Life Sciences,1,68,1,Female,44,4,2,Research Scientist,3,Married,5187,5710,2,Y,No,20,4,3,80,2,5,5,1,0,0,0,0
27,Yes,Travel_Rarely,711,Research & Development,1,3,Life Sciences,1,69,2,Male,34,3,1,Laboratory Technician,2,Single,2679,8962,3,Y,No,14,4,1,80,0,14,4,3,11,8,2,0
30,Yes,Travel_Rarely,1264,Research & Development,11,3,Technical Degree,1,70,4,Male,92,4,5,Manufacturing Director,1,Divorced,12060,7880,1,Y,Yes,24,3,3,80,1,6,4,3,1,0,1,1
38,Yes,Travel_Rarely,811,Research & Development,1,3,Medical,1,71,2,Male,89,3,1,Laboratory Technician,1,Single,2513,12283,2,Y,No,20,4,2,80,1,15,2,3,8,0,1,2
30,Yes,Travel_Frequently,1321,Sales,2,3,Other,1,72,1,Female,34,2,2,Sales Executive,3,Married,5150,6161,2,Y,No,13,3,4,80,0,0,5,4,0,0,0,0
24,No,Travel_Rarely,557,Human Resources,15,4,Marketing,1,73,4,Male,91,3,2,Human Resources,2,Married,4319,15829,3,Y,No,24,3,4,80,0,10,3,4,3,1,3,1
50,No,Travel_Frequently,750,Research & Development,1,3,Life Sciences,1,74,4,Female,74,2,2,Laboratory Technician,3,Married,4976,12454,1,Y,No,16,3,2,80,1,7,6,4,2,2,1,1
45,Yes,Travel_Rarely,236,Sales,2,2,Marketing,1,75,4,Female,71,3,1,Sales Representative,3,Single,2956,6547,6,Y,No,21,3,3,80,1,3,3,3,1,0,0,0
18,Yes,Travel_Rarely,1304,Sales,29,1,Life Sciences,1,76,1,Male,78,3,3,Sales Executive,2,Single,7760,3084,2,Y,Yes,15,3,4,80,1,5,2,3,1,1,1,0
45,Yes,Travel_Frequently,357,Research & Development,9,3,Medical,1,77,1,Male,69,2,3,Research Scientist,3,Married,7878,17978,3,Y,No,22,3,1,80,0,2,3,3,1,1,0,1
47,Yes,Travel_Rarely,297,Human Resources,23,4,Human Resources,1,78,2,Female,97,2,1,Human Resources,2,Married,2399,6900,1,Y,No,13,3,4,80,1,6,2,1,6,1,0,4
27,No,Travel_Rarely,953,Sales,4,1,Marketing,1,79,4,Male,35,4,5,Manager,3,Married,11996,17426,1,Y,No,13,3,1,80,1,7,4,4,5,5,1,1
48,Yes,Travel_Rarely,391,Sales,2,4,Technical Degree,1,80,3,Male,52,2,2,Sales Executive,3,Married,5107,13907,4,Y,Yes,15,3,2,80,2,17,4,3,14,3,2,0
23,Yes,Travel_Rarely,569,Research & Development,4,4,Marketing,1,81,3,Male,33,3,1,Laboratory Technician,4,Single,2748,18260,3,Y,Yes,14,3,3,80,0,8,2,3,2,0,0,2
32,Yes,Travel_Frequently,898,Research & Development,24,4,Medical,1,82,3,Female,62,3,2,Laboratory Technician,1,Married,4722,11778,4,Y,No,19,3,2,80,3,1,4,2,1,0,1,0
35,Yes,Travel_Rarely,127,Research & Development,1,3,Technical Degree,1,83,1,Female,70,3,4,Manager,1,Single,9832,25806,3,Y,No,21,3,1,80,1,19,5,3,19,0,1,0
41,Yes,Travel_Rarely,521,Research & Development,6,4,Other,1,84,3,Male,36,1,4,Manager,2,Single,9938,3345,2,Y,No,19,4,3,80,0,9,1,4,5,1,1,0
40,Yes,Travel_Frequently,123,Sales,1,4,Marketing,1,85,1,Female,95,4,2,Sales Executive,2,Married,4766,8069,2,Y,No,22,3,1,80,2,13,3,3,8,0,3,0
38,No,Travel_Rarely,1149,Sales,12,1,Medical,1,86,3,Male,37,4,1,Sales Representative,2,Married,3355,22932,1,Y,No,19,4,3,80,2,20,4,4,16,0,1,8
29,Yes,Travel_Rarely,332,Sales,4,3,Life Sciences,1,87,3,Male,40,3,4,Manager,1,Single,10513,21378,6,Y,No,19,4,1,80,1,9,4,1,3,0,3,1
50,Yes,Travel_Rarely,1366,Human Resources,7,3,Life Sciences,1,88,3,Male,44,3,1,Human Resources,4,Single,2642,21079,2,Y,No,22,3,3,80,0,18,4,4,10,2,0,1
42,No,Travel_Rarely,1464,Research & Development,18,4,Marketing,1,89,2,Male,44,3,2,Laboratory Technician,3,Divorced,5408,2509,1,Y,No,23,3,3,80,1,7,4,1,6,6,2,4
32,Yes,Travel_Rarely,1046,Research & Development,2,1,Medical,1,90,3,Male,48,1,4,Manufacturing Director,1,Married,9679,24719,4,Y,Yes,17,3,4,80,0,2,4,3,2,0,2,0
31,Yes,Travel_Rarely,1070,Sales,1,5,Technical Degree,1,91,2,Female,61,3,2,Sales Representative,4,Married,5232,6371,2,Y,Yes,18,3,3,80,0,8,2,1,0,0,0,0
49,No,Travel_Rarely,957,Sales,5,3,Technical Degree,1,92,2,Male,46,3,3,Sales Executive,4,Married,6953,16838,2,Y,No,17,3,3,80,1,9,2,3,5,0,3,5
42,Yes,Travel_Rarely,1298,Research & Development,18,4,Life Sciences,1,93,4,Male,71,3,5,Manufacturing Director,4,Married,11921,5066,5,Y,Yes,22,3,4,80,2,10,4,3,3,3,2,3
28,Yes,Travel_Frequently,351,Research & Development,6,4,Marketing,1,94,2,Male,43,3,2,Healthcare Representative,4,Single,5446,25730,3,Y,Yes,24,3,3,80,0,20,3,3,12,0,1,2
33,Yes,Travel_Frequently,1051,Research & Development,4,3,Other,1,95,2,Female,46,3,3,Research Scientist,1,Married,8097,9838,1,Y,No,11,3,2,80,2,16,5,1,11,0,3,1
46,Yes,Travel_Frequently,1057,Sales,10,3,Medical,1,96,1,Male,68,3,2,Sales Executive,1,Married,5388,9302,2,Y,No,13,3,2,80,1,1,3,2,0,0,0,0
18,No,Travel_Rarely,432,Research & Development,15,3,Medical,1,97,4,Female,76,2,4,Manufacturing Director,3,Married,10216,17814,1,Y,No,15,3,3,80,2,7,3,2,3,3,2,3
29,Yes,Travel_Rarely,175,Research & Development,10,3,Medical,1,98,4,Female,65,3,5,Manufacturing Director,1,Divorced,11922,15619,2,Y,No,17,3,4,80,0,14,3,3,8,0,2,3
43,No,Travel_Rarely,833,Research & Development,12,3,Life Sciences,1,99,3,Female,73,4,3,Research Scientist,3,Married,7716,7817,2,Y,No,15,3,3,80,2,9,3,3,3,3,1,1
25,Yes,Travel_Frequently,110,Human Resources,3,3,Marketing,1,100,4,Male,57,3,2,Human Resources,1,Single,4918,25586,4,Y,Yes,15,3,3,80,1,3,0,3,1,0,0,1
51,Yes,Travel_Frequently,842,Sales,4,3,Other,1,101,4,Male,82,4,2,Sales Executive,1,Married,4528,10085,6,Y,No,21,4,4,80,0,4,2,2,2,0,2,0
26,Yes,Travel_Rarely,156,Research & Development,18,2,Technical Degree,1,102,4,Female,88,2,1,Laboratory Technician,2,Single,2619,13171,3,Y,No,14,4,4,80,1,10,4,4,3,3,0,2
24,No,Travel_Rarely,1079,Research & Development,7,2,Life Sciences,1,103,2,Male,79,4,5,Research Director,3,Married,12324,12446,3,Y,No,16,3,3,80,2,14,4,4,6,1,1,3
24,Yes,Travel_Rarely,126,Human Resources,2,2,Marketing,1,104,1,Male,67,3,5,Manager,2,Married,12636,13380,2,Y,No,15,3,2,80,2,7,0,2,7,2,1,0
37,No,Non-Travel,404,Research & Development,1,2,Medical,1,105,4,Female,45,2,2,Research Scientist,4,Single,5016,20892,1,Y,No,20,3,4,80,2,3,3,3,2,0,2,1
33,Yes,Travel_Rarely,943,Sales,6,5,Technical Degree,1,106,1,Male,75,3,4,Manager,4,Married,9562,13758,1,Y,No,22,4,2,80,1,0,4,3,0,0,0,0
29,No,Travel_Rarely,1390,Research & Development,6,4,Life Sciences,1,107,4,Male,91,3,2,Laboratory Technician,4,Single,4890,22596,1,Y,No,12,3,2,80,3,7,2,3,4,4,0,1
37,Yes,Travel_Rarely,1157,Sales,15,1,Other,1,108,2,Male,45,4,1,Sales Representative,4,Single,2301,6503,3,Y,Yes,21,3,1,80,1,2,2,4,2,2,2,2
29,Yes,Travel_Rarely,280,Research & Development,11,3,Technical Degree,1,109,2,Male,81,3,2,Laboratory Technician,4,Married,5006,19566,3,Y,Yes,13,3,3,80,1,0,4,3,0,0,0,0
39,Yes,Non-Travel,1398,Research & Development,2,5,Technical Degree,1,110,3,Female,70,4,4,Manufacturing Director,4,Single,9486,12823,4,Y,Yes,12,3,1,80,2,10,2,4,7,1,0,3
42,No,Non-Travel,208,Sales,2,2,Technical Degree,1,111,4,Female,38,4,2,Sales Executive,4,Married,5399,22276,5,Y,No,24,3,4,80,2,5,4,3,1,1,1,1
40,Yes,Travel_Rarely,187,Sales,25,3,Marketing,1,112,4,Female,64,3,2,Sales Executive,3,Single,4965,11658,4,Y,Yes,14,3,1,80,2,11,4,4,5,2,3,0
27,Yes,Travel_Rarely,298,Human Resources,5,4,Human Resources,1,113,2,Female,43,3,1,Human Resources,2,Single,2484,9226,1,Y,No,21,3,1,80,3,9,3,4,7,0,1,7
45,Yes,Travel_Rarely,289,Sales,1,4,Life Sciences,1,114,3,Male,79,3,5,Manager,2,Married,12122,3575,4,Y,No,19,3,1,80,1,9,5,2,6,2,0,6
38,Yes,Travel_Rarely,308,Sales,5,3,Other,1,115,2,Female,92,4,2,Sales Executive,3,Single,5149,22541,3,Y,No,18,3,4,80,1,9,3,2,0,0,0,0
44,No,Travel_Rarely,877,Sales,8,3,Life Sciences,1,116,3,Female,76,4,5,Manager,2,Single,12655,24748,2,Y,No,15,3,4,80,1,10,2,4,10,3,3,3
45,Yes,Travel_Frequently,632,Research & Development,11,3,Life Sciences,1,117,2,Male,58,3,5,Manufacturing Director,1,Married,12062,6528,0,Y,No,23,3,3,80,1,2,4,3,2,2,2,1
33,Yes,Travel_Frequently,170,Research & Development,8,2,Life Sciences,1,118,4,Male,99,4,1,Laboratory Technician,4,Single,2131,10974,1,Y,Yes,11,3,4,80,2,12,2,3,12,0,2,4
44,Yes,Travel_Rarely,1391,Sales,1,4,Marketing,1,119,1,Male,51,2,3,Sales Executive,3,Single,8350,22839,3,Y,No,16,3,1,80,1,9,3,4,7,7,4,1
30,Yes,Travel_Rarely,1185,Research & Development,1,3,Life Sciences,1,120,3,Female,44,2,1,Laboratory Technician,3,Married,2380,25643,1,Y,No,12,3,4,80,1,3,2,2,3,0,1,0
42,Yes,Travel_Rarely,1042,Research & Development,5,1,Technical Degree,1,121,1,Male,32,1,1,Laboratory Technician,4,Married,1808,15318,3,Y,No,20,3,3,80,1,19,4,4,16,15,0,0
22,Yes,Travel_Rarely,1144,Sales,13,3,Medical,1,122,2,Female,34,1,1,Sales Representative,4,Married,3088,23869,2,Y,No,18,3,2,80,1,11,2,2,6,1,0,0
43,Yes,Non-Travel,533,Research & Development,15,4,Other,1,123,4,Male,57,4,2,Research Scientist,1,Single,5642,16057,5,Y,No,17,3,3,80,2,16,4,1,14,3,0,1
37,No,Travel_Rarely,395,Research & Development,5,5,Life Sciences,1,124,3,Male,82,4,5,Manufacturing Director,1,Divorced,12198,7916,1,Y,No,19,3,1,80,3,11,4,4,3,1,0,1
21,Yes,Travel_Rarely,1097,Sales,12,2,Marketing,1,125,4,Female,58,2,1,Sales Representative,4,Married,2428,3246,3,Y,No,12,3,2,80,0,15,4,2,7,7,2,7
39,Yes,Travel_Frequently,524,Sales,1,1,Life Sciences,1,126,2,Male,45,2,3,Sales Executive,3,Married,7810,9707,0,Y,No,15,3,4,80,0,7,5,3,2,1,0,2
32,Yes,Travel_Rarely,727,Human Resources,4,3,Human Resources,1,127,2,Male,80,2,1,Human Resources,2,Married,1352,25403,2,Y,No,12,3,3,80,1,10,4,2,1,0,0,0
56,Yes,Travel_Frequently,1410,Research & Development,2,4,Medical,1,128,4,Male,71,3,2,Laboratory Technician,3,Single,4652,8468,5,Y,No,19,3,1,80,1,7,5,3,3,1,3,3
38,No,Travel_Rarely,897,Research & Development,9,3,Medical,1,129,3,Female,53,4,5,Research Director,3,Married,12582,24087,4,Y,No,20,3,4,80,2,6,4,3,5,0,1,1
57,Yes,Travel_Rarely,122,Research & Development,1,1,Marketing,1,130,4,Male,96,4,2,Healthcare Representative,4,Single,4585,8197,0,Y,Yes,14,4,3,80,2,12,3,4,6,5,6,4
43,Yes,Travel_Rarely,681,Human Resources,5,2,Human Resources,1,131,3,Female,36,3,1,Human Resources,1,Married,2497,12568,4,Y,Yes,12,3,2,80,1,11,5,4,3,3,1,2
29,No,Travel_Rarely,484,Research & Development,1,3,Life Sciences,1,132,3,Male,51,4,2,Healthcare Representative,3,Married,5311,22547,3,Y,No,24,3,4,80,1,5,1,4,4,2,4,1
39,Yes,Travel_Rarely,1494,Human Resources,1,4,Marketing,1,133,1,Male,70,4,2,Human Resources,4,Married,5569,26748,2,Y,No,12,4,1,80,0,7,1,4,7,7,0,2
39,Yes,Travel_Rarely,741,Sales,1,5,Medical,1,134,2,Female,69,2,2,Sales Executive,1,Single,4704,2183,2,Y,Yes,11,3,1,80,0,15,4,4,12,0,1,3
44,Yes,Travel_Rarely,695,Research & Development,5,4,Medical,1,135,3,Male,94,4,2,Healthcare Representative,1,Divorced,5284,3122,0,Y,Yes,16,3,2,80,0,13,2,3,9,2,6,1
22,Yes,Travel_Frequently,1327,Sales,17,3,Marketing,1,136,2,Female,67,4,1,Sales Representative,3,Divorced,1829,9750,2,Y,No,22,4,3,80,1,21,5,3,15,7,4,3
34,Yes,Travel_Frequently,290,Research & Development,15,4,Life Sciences,1,137,1,Female,48,2,2,Laboratory Technician,2,Divorced,5940,26706,3,Y,Yes,20,4,4,80,0,16,2,3,13,0,0,0
31,Yes,Travel_Rarely,947,Sales,2,1,Other,1,138,1,Female,94,4,2,Sales Executive,1,Divorced,4579,12038,2,Y,Yes,21,3,1,80,0,18,3,3,9,0,0,0
39,Yes,Travel_Rarely,1375,Research & Development,14,4,Medical,1,139,3,Male,81,3,5,Research Director,4,Divorced,12302,18964,5,Y,No,24,4,3,80,0,10,2,4,1,0,1,1
