Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,1002,Research & Development,15,5,Life Sciences,1,18,4,Male,79,4,4,Manager,4,Married,10179,5630,4,Y,No,13,3,3,80,1,6,4,3,1,1,1,1
28,Yes,Travel_Rarely,1426,Research & Development,7,3,Technical Degree,1,19,3,Male,56,3,2,Healthcare Representative,1,Married,4936,18236,5,Y,No,15,3,4,80,2,9,4,2,4,0,2,0
24,Yes,Non-Travel,432,Research & Development,9,3,Other,1,20,4,Male,77,3,4,Research Director,1,Divorced,9632,19035,2,Y,No,12,4,1,80,0,10,2,4,4,3,4,0
50,No,Travel_Rarely,245,Research & Development,15,5,Life Sciences,1,21,3,Female,95,3,2,Research Scientist,3,Married,5036,15924,3,Y,No,22,3,2,80,3,25,4,1,17,5,6,3
34,Yes,Travel_Frequently,1183,Research & Development,1,3,Life Sciences,1,22,3,Female,42,4,1,Laboratory Technician,1,Divorced,1874,16087,2,Y,No,21,4,3,80,2,4,4,2,1,1,0,1
37,Yes,Travel_Rarely,1423,Research & Development,23,4,Life Sciences,1,23,3,Female,31,4,2,Research Scientist,4,Married,5057,9524,0,Y,Yes,22,3,2,80,1,10,6,4,6,1,3,2
23,No,Travel_Rarely,1313,Sales,6,4,Life Sciences,1,24,4,Male,75,1,2,Sales Representative,3,Single,5348,24540,2,Y,No,13,3,4,80,1,11,2,3,10,5,0,2
31,Yes,Travel_Rarely,541,Research & Development,3,5,Medical,1,25,2,Male,40,3,1,Laboratory Technician,3,Single,1999,11653,4,Y,No,17,3,2,80,2,9,4,4,4,4,1,0
37,Yes,Travel_Rarely,589,Research & Development,3,3,Life Sciences,1,26,4,Female,55,1,3,Research Scientist,1,Married,6886,19335,2,Y,No,11,3,3,80,2,4,6,1,1,1,0,1
26,Yes,Travel_Rarely,1145,Research & Development,11,4,Medical,1,27,3,Male,92,4,1,Healthcare Representative,3,Divorced,3131,3904,2,Y,Yes,18,3,2,80,0,5,3,3,1,1,0,1
40,Yes,Travel_Rarely,1337,Sales,9,3,Marketing,1,28,4,Female,78,2,2,Sales Representative,3,Married,4755,20834,4,Y,Yes,15,3,2,80,1,6,4,4,0,0,0,0
31,Yes,Travel_Frequently,637,Research & Development,10,3,Medical,1,29,4,Male,92,3,4,Research Director,4,Divorced,10454,16263,3,Y,No,12,3,1,80,0,7,6,3,2,2,0,2
34,No,Travel_Rarely,1064,Research & Development,2,2,Medical,1,30,4,Male,50,3,4,Manufacturing Director,2,Married,9938,16445,3,Y,No,13,3,3,80,0,15,3,4,8,0,2,1
31,Yes,Travel_Frequently,829,Research & Development,1,3,Medical,1,31,3,Female,78,4,4,Research Director,4,Single,9935,22543,1,Y,No,23,3,3,80,2,5,4,4,0,0,0,0
53,Yes,Travel_Rarely,751,Sales,10,3,Other,1,32,3,Male,38,3,1,Sales Representative,4,Single,2675,14443,3,Y,No,14,4,1,80,2,10,1,4,1,1,0,1
36,No,Travel_Rarely,766,Research & Development,2,4,Medical,1,33,4,Female,50,3,1,Healthcare Representative,4,Single,2146,21984,3,Y,No,12,3,4,80,1,14,3,3,7,3,0,6
27,No,Travel_Rarely,1345,Research & Development,2,4,Life Sciences,1,34,3,Female,82,3,2,Healthcare Representative,3,Single,5052,22865,2,Y,No,20,3,3,80,1,12,2,3,9,9,1,6
44,Yes,Travel_Rarely,1079,Research & Development,1,4,Medical,1,35,4,Male,84,3,3,Research Scientist,3,Single,7347,25808,2,Y,Yes,23,3,1,80,1,9,2,2,3,3,0,0
25,Yes,Non-Travel,975,Research & Development,1,4,Marketing,1,36,4,Male,70,4,5,Manager,1,Single,11971,25413,4,Y,No,15,3,1,80,3,9,4,3,7,7,3,0
38,No,Travel_Rarely,274,Research & Development,4,2,Medical,1,37,3,Female,35,4,1,Laboratory Technician,4,Divorced,2634,18718,1,Y,No,17,4,1,80,1,2,1,4,2,0,2,0
19,No,Non-Travel,1075,Research & Development,2,2,Other,1,38,3,Male,30,3,2,Research Scientist,4,Married,4894,15730,2,Y,No,23,3,2,80,0,9,5,3,1,1,0,0
24,Yes,Travel_Frequently,102,Sales,17,2,Medical,1,39,1,Male,93,3,4,Manager,1,Married,9937,17828,0,Y,No,19,3,3,80,2,11,3,4,3,0,0,3
38,Yes,Travel_Rarely,1150,Research & Development,9,2,Technical Degree,1,40,2,Male,34,2,5,Research Director,2,Married,12015,23498,3,Y,No,11,4,4,80,0,10,4,4,5,3,1,3
43,No,Travel_Rarely,1329,Research & Development,10,3,Life Sciences,1,41,4,Female,55,4,5,Manufacturing Director,4,Single,13136,10006,4,Y,No,20,3,4,80,0,18,2,4,17,1,2,0
38,Yes,Travel_Rarely,981,Sales,4,3,Medical,1,42,4,Female,30,3,3,Sales Executive,1,Married,7850,19630,3,Y,No,23,4,4,80,1,7,2,4,0,0,0,0
35,Yes,Travel_Frequently,1326,Sales,7,3,Life Sciences,1,43,1,Female,30,4,1,Sales Representative,1,Single,2885,16054,5,Y,Yes,16,3,2,80,1,13,2,4,4,4,0,0
34,Yes,Travel_Frequently,1039,Research & Development,5,4,Life Sciences,1,44,4,Female,67,3,5,Manager,4,Divorced,12377,22417,3,Y,Yes,16,3,2,80,1,7,2,4,2,2,1,2
23,Yes,Travel_Rarely,1316,Research & Development,1,3,Medical,1,45,1,Female,70,3,4,Manufacturing Director,4,Single,9308,4668,4,Y,No,11,4,4,80,2,10,5,4,4,0,4,3
30,Yes,Travel_Rarely,974,Research & Development,1,2,Medical,1,46,3,Male,57,2,1,Healthcare Representative,4,Divorced,3281,21778,2,Y,No,12,3,3,80,0,0,4,4,0,0,0,0
32,Yes,Travel_Rarely,510,Research & Development,9,2,Life Sciences,1,47,1,Male,34,2,2,Laboratory Technician,1,Married,4975,23315,5,Y,No,21,3,2,80,0,4,5,4,2,1,1,2
46,No,Non-Travel,1429,Research & Development,1,3,Medical,1,48,4,Male,50,3,5,Manufacturing Director,2,Married,12200,26845,1,Y,No,18,3,2,80,0,10,4,4,10,1,6,0
40,No,Travel_Frequently,845,Research & Development,1,2,Technical Degree,1,49,4,Female,92,3,3,Research Scientist,3,Divorced,7666,9041,1,Y,No,16,3,3,80,0,13,4,3,4,4,2,1
20,No,Travel_Rarely,679,Sales,4,3,Medical,1,50,3,Male,41,2,2,Sales Executive,3,Single,5466,8995,1,Y,No,23,3,3,80,1,3,3,3,3,1,2,0
39,Yes,Travel_Rarely,183,Research & Development,10,2,Life Sciences,1,51,2,Female,35,4,5,Research Director,2,Single,12490,19554,1,Y,No,11,3,4,80,1,2,2,3,2,2,1,1
33,Yes,Travel_Rarely,704,Research & Development,11,4,Technical Degree,1,52,3,Female,58,3,3,Research Scientist,4,Married,8011,2428,1,Y,Yes,20,4,1,80,2,5,4,2,2,0,2,2
30,No,Travel_Rarely,648,Sales,16,3,Medical,1,53,4,Male,90,3,1,Sales Representative,4,Divorced,2933,15280,3,Y,No,23,3,1,80,2,8,2,3,2,2,2,2
42,Yes,Travel_Rarely,1387,Sales,1,3,Technical Degree,1,54,2,Male,64,4,1,Sales Representative,2,Single,2069,15958,4,Y,Yes,20,3,3,80,1,16,3,4,10,3,4,4
46,Yes,Travel_Rarely,278,Research & Development,29,2,Medical,1,55,3,Male,81,4,4,Manager,1,Single,9730,24914,2,Y,No,21,3,2,80,0,24,2,4,20,0,2,2
45,Yes,Travel_Rarely,757,Research & Development,11,2,Medical,1,56,4,Female,62,3,1,Laboratory Technician,1,Married,2883,14824,2,Y,Yes,16,3,3,80,1,8,3,2,3,1,2,0
29,Yes,Non-Travel,1340,Human Resources,1,3,Marketing,1,57,2,Male,54,4,1,Human Resources,3,Married,1414,3824,5,Y,No,20,3,3,80,1,3,3,4,2,2,0,0
34,Yes,Travel_Rarely,1089,Human Resources,14,5,Other,1,58,1,Female,43,3,1,Human Resources,1,Single,2440,7349,1,Y,Yes,17,3,2,80,0,15,1,4,11,4,0,2
39,No,Travel_Rarely,242,Research & Development,5,2,Medical,1,59,3,Female,82,4,4,Manufacturing Director,3,Married,9427,5947,1,Y,No,12,3,3,80,2,9,3,4,3,1,3,3
45,Yes,Travel_Rarely,369,Research & Development,1,2,Life Sciences,1,60,4,Male,90,3,1,Laboratory Technician,3,Married,2309,20202,3,Y,No,21,3,2,80,0,12,2,4,4,2,0,0
32,Yes,Travel_Rarely,240,Research & Development,1,2,Medical,1,61,4,Female,42,4,3,Research Scientist,4,Single,7380,2896,3,Y,No,14,3,3,80,3,6,2,2,1,0,1,1
35,Yes,Travel_Rarely,1172,Research & Development,4,4,Medical,1,62,1,Male,44,3,3,Research Scientist,2,Married,7356,3005,6,Y,No,17,3,3,80,1,17,3,3,8,0,0,4
26,No,Travel_Rarely,1185,Sales,6,4,Technical Degree,1,63,3,Male,84,3,2,Sales Representative,3,Married,4779,17209,4,Y,No,23,3,2,80,2,7,3,3,4,1,3,1
26,Yes,Travel_Rarely,662,Research & Development,23,1,Life Sciences,1,64,3,Male,82,3,1,Healthcare Representative,4,Divorced,2061,21545,5,Y,No,21,3,3,80,1,11,5,2,9,0,0,4
44,No,Travel_Rarely,1186,Research & Development,1,4,Marketing,1,65,2,Female,76,3,5,Research Director,3,Married,13416,9115,3,Y,No,16,4,2,80,1,17,3,2,9,5,3,1
49,No,Travel_Rarely,1220,Research & Development,5,3,Technical Degree,1,66,3,Male,74,3,3,Research Scientist,4,Single,8246,10621,2,Y,No,21,3,2,80,1,7,5,4,1,1,1,1
36,Yes,Travel_Rarely,832,Research & Development,2,4,Technical Degree,1,67,1,Male,93,3,1,Laboratory Technician,3,Married,2035,26665,4,Y,No,18,3,2,80,2,12,2,4,7,7,0,4
46,Yes,Travel_Rarely,141,Research & Development,6,3,Life Sciences,1,68,2,Female,44,3,4,Manager,4,Divorced,10632,16241,2,Y,Yes,24,3,2,80,1,15,3,3,9,3,1,9
40,Yes,Travel_Rarely,1471,Sales,19,1,Medical,1,69,4,Male,50,2,2,Sales Representative,2,Single,4840,14800,1,Y,Yes,23,4,4,80,2,9,3,3,2,2,0,1
31,Yes,Travel_Frequently,1452,Research & Development,6,4,Medical,1,70,3,Male,65,3,5,Manager,3,Married,12551,14166,1,Y,No,16,3,2,80,0,5,2,3,1,1,0,1
40,No,Travel_Rarely,538,Research & Development,5,4,Life Sciences,1,71,4,Female,99,3,5,Research Director,3,Married,12474,6426,0,Y,No,12,3,3,80,0,2,2,2,0,0,0,0
50,Yes,Travel_Frequently,507,Sales,11,4,Marketing,1,72,2,Male,54,3,3,Sales Executive,4,Single,7236,16234,4,Y,Yes,11,3,4,80,0,5,4,4,3,3,0,0
36,Yes,Travel_Rarely,845,Sales,1,3,Technical Degree,1,73,3,Male,73,3,5,Manager,2,Married,12893,20493,6,Y,Yes,15,3,2,80,2,3,4,2,2,2,2,2
51,Yes,Travel_Rarely,1336,Research & Development,18,2,Marketing,1,74,2,Male,30,1,5,Research Director,1,Married,12550,5753,1,Y,No,21,4,1,80,0,11,2,4,4,0,0,4
18,Yes,Travel_Rarely,139,Sales,6,3,Life Sciences,1,75,2,Female,71,3,2,Sales Executive,3,Married,4809,14887,1,Y,Yes,20,3,1,80,2,1,2,4,1,1,1,1
44,Yes,Travel_Rarely,569,Research & Development,9,4,Life Sciences,1,76,4,Male,88,4,2,Research Scientist,2,Single,4478,15362,3,Y,No,24,3,1,80,1,18,4,4,11,7,0,0
37,Yes,Travel_Rarely,418,Sales,13,3,Life Sciences,1,77,4,Male,62,2,2,Sales Executive,3,Divorced,4642,2492,2,Y,No,22,3,1,80,0,3,2,4,1,1,1,1
34,Yes,Travel_Rarely,1336,Human Resources,8,4,Human Resources,1,78,2,Female,61,2,2,Human Resources,4,Single,4343,12944,2,Y,No,20,4,4,80,1,9,5,2,1,1,0,1
37,No,Travel_Rarely,1208,Sales,8,1,Marketing,1,79,4,Male,95,3,3,Sales Executive,4,Married,7504,13680,3,Y,No,19,3,2,80,0,4,6,3,3,3,2,1
18,Yes,Travel_Frequently,1481,Research & Development,10,1,Technical Degree,1,80,4,Female,54,3,5,Manager,2,Married,12021,17384,7,Y,No,12,3,3,80,1,13,5,4,4,4,2,0
34,Yes,Travel_Rarely,731,Research & Development,1,4,Medical,1,81,1,Female,69,3,4,Manager,1,Single,9893,22575,3,Y,No,17,3,1,80,1,9,2,4,1,0,1,1
40,Yes,Travel_Rarely,916,Research & Development,3,2,Technical Degree,1,82,2,Male,87,4,1,Laboratory Technician,3,Divorced,3048,18087,0,Y,No,19,3,2,80,0,6,0,2,1,1,0,0
50,Yes,Travel_Rarely,640,Sales,26,3,Marketing,1,83,2,Male,93,4,2,Sales Executive,3,Married,5479,26547,4,Y,Yes,14,3,2,80,2,1,5,3,1,0,1,1
32,No,Travel_Rarely,310,Research & Development,2,3,Life Sciences,1,84,4,Male,48,3,2,Research Scientist,3,Married,4987,2109,2,Y,No,14,3,2,80,1,11,3,3,7,3,0,4
29,No,Travel_Rarely,1401,Research & Development,6,1,Life Sciences,1,85,1,Female,57,3,2,Laboratory Technician,4,Married,4965,6468,3,Y,No,20,3,1,80,1,17,3,3,8,2,0,0
32,No,Travel_Rarely,593,Research & Development,1,4,Life Sciences,1,86,2,Male,71,3,2,Healthcare Representative,3,Divorced,5751,23948,1,Y,No,15,3,3,80,2,11,2,4,3,0,1,2
45,Yes,Travel_Rarely,399,Sales,3,2,Technical Degree,1,87,3,Female,79,3,3,Sales Executive,1,Divorced,7708,8607,1,Y,No,23,3,3,80,0,12,2,3,7,0,1,3
39,Yes,Travel_Frequently,685,Sales,10,4,Marketing,1,88,3,Male,77,4,2,Sales Executive,4,Married,4868,20054,3,Y,Yes,23,3,1,80,1,13,4,4,7,2,1,3
32,Yes,Travel_Rarely,159,Research & Development,8,2,Life Sciences,1,89,4,Male,86,4,4,Research Director,1,Married,9429,15344,2,Y,Yes,24,3,4,80,1,3,5,2,0,0,0,0
41,Yes,Travel_Frequently,1421,Research & Development,4,2,Medical,1,90,3,Male,38,3,2,Research Scientist,1,Single,5157,7268,3,Y,No,16,3,2,80,1,20,4,4,20,0,0,1
37,Yes,Travel_Frequently,497,Research & Development,22,4,Medical,1,91,3,Male,59,3,1,Laboratory Technician,4,Married,2831,16561,1,Y,No,22,3,2,80,0,14,4,3,10,5,0,5
45,Yes,Travel_Rarely,1187,Research & Development,11,3,Life Sciences,1,92,4,Male,47,3,5,Research Director,3,Single,12247,23963,3,Y,No,17,3,4,80,0,2,2,1,1,1,0,1
30,Yes,Travel_Rarely,188,Research & Development,2,2,Medical,1,93,2,Male,74,1,5,Manufacturing Director,3,Divorced,12616,11665,0,Y,Yes,19,3,4,80,1,8,3,4,1,1,1,1
33,Yes,Travel_Rarely,712,Sales,5,1,Medical,1,94,2,Female,95,4,3,Sales Executive,2,Divorced,7354,24393,1,Y,No,16,4,4,80,0,3,2,3,0,0,0,0
33,Yes,Non-Travel,1249,Research & Development,16,5,Medical,1,95,4,Male,40,3,1,Laboratory Technician,1,Married,2426,13599,3,Y,No,24,3,1,80,0,0,2,3,0,0,0,0
23,No,Travel_Rarely,747,Sales,1,3,Life Sciences,1,96,4,Female,96,3,3,Sales Executive,2,Married,6504,3401,3,Y,No,13,3,4,80,0,17,2,4,8,1,2,0
39,Yes,Non-Travel,384,Research & Development,6,3,Technical Degree,1,97,3,Male,44,4,1,Laboratory Technician,3,Divorced,2411,11944,0,Y,Yes,12,3,3,80,1,9,3,4,3,2,1,2
39,Yes,Travel_Rarely,615,Research & Development,2,1,Medical,1,98,2,Male,69,2,3,Research Scientist,2,Divorced,7887,6626,0,Y,No,16,3,3,80,0,10,1,3,9,4,1,0
36,No,Travel_Rarely,1003,Human Resources,1,4,Life Sciences,1,99,4,Female,42,3,1,Human Resources,3,Married,2247,9200,4,Y,No,24,3,4,80,1,10,6,3,8,6,1,1
34,Yes,Travel_Frequently,930,Sales,19,2,Medical,1,100,3,Male,62,2,1,Sales Representative,4,Divorced,2521,8007,1,Y,No,19,3,4,80,2,13,6,2,5,5,2,4
24,Yes,Travel_Rarely,258,Sales,13,3,Technical Degree,1,101,4,Male,31,3,1,Sales Representative,3,Single,2197,6868,4,Y,No,13,3,3,80,1,14,2,4,6,4,2,1
33,Yes,Travel_Rarely,327,Sales,1,3,Life Sciences,1,102,4,Male,63,1,3,Sales Executive,4,Single,7644,14906,5,Y,No,14,3,4,80,2,1,3,3,0,0,0,0
33,Yes,Travel_Rarely,934,Sales,14,4,Other,1,103,2,Male,45,3,1,Sales Representative,4,Single,2413,8308,1,Y,No,13,3,2,80,1,4,4,2,2,0,0,2
29,Yes,Travel_Rarely,367,Sales,1,3,Life Sciences,1,104,4,Female,43,4,1,Sales Representative,4,Single,2124,2147,3,Y,No,17,3,3,80,1,14,6,3,6,1,0,0
35,Yes,Travel_Rarely,1391,Human Resources,5,3,Marketing,1,105,1,Male,75,3,2,Human Resources,3,Married,5533,23973,5,Y,Yes,14,3,1,80,0,0,5,1,0,0,0,0
40,Yes,Travel_Frequently,1413,Sales,10,3,Life Sciences,1,106,4,Male,79,3,1,Sales Representative,2,Divorced,2871,5736,4,Y,No,22,3,4,80,0,1,2,3,0,0,0,0
54,No,Travel_Rarely,1417,Sales,6,3,Technical Degree,1,107,4,Female,34,4,2,Sales Executive,3,Married,4758,18557,1,Y,No,24,3,3,80,0,12,1,2,11,3,1,1
38,Yes,Travel_Frequently,1445,Research & Development,15,5,Marketing,1,108,3,Male,72,3,1,Laboratory Technician,4,Married,2699,24442,3,Y,Yes,16,3,4,80,0,15,2,2,6,0,0,0
39,Yes,Non-Travel,574,Research & Development,7,4,Life Sciences,1,109,3,Female,47,4,1,Laboratory Technician,2,Married,2714,24087,1,Y,No,16,3,3,80,3,3,3,2,1,1,1,1
36,Yes,Travel_Rarely,500,Research & Development,4,2,Technical Degree,1,110,1,Male,77,3,2,Laboratory Technician,4,Married,5256,17143,2,Y,Yes,19,3,4,80,3,15,3,4,6,0,3,6
19,Yes,Travel_Rarely,1198,Sales,20,3,Marketing,1,111,1,Male,93,3,3,Sales Executive,3,Single,6822,25681,4,Y,Yes,15,3,2,80,0,11,4,4,9,1,4,3
36,Yes,Travel_Rarely,629,Research & Development,1,4,Life Sciences,1,112,2,Female,55,2,5,Manager,1,Married,12902,25901,0,Y,No,17,3,3,80,1,11,2,3,2,2,1,0
37,No,Non-Travel,1208,Sales,5,3,Life Sciences,1,113,4,Male,99,2,2,Sales Representative,3,Married,4772,18763,2,Y,No,23,3,4,80,1,1,5,4,0,0,0,0
59,Yes,Travel_Frequently,275,Sales,8,3,Medical,1,114,3,Female,43,4,2,Sales Executive,1,Married,4856,11862,2,Y,No,11,3,1,80,1,23,2,4,16,1,0,1
35,Yes,Travel_Rarely,991,Human Resources,14,1,Marketing,1,115,2,Female,95,2,1,Human Resources,1,Married,3555,26441,1,Y,Yes,18,3,2,80,1,9,3,3,2,0,0,2
39,No,Travel_Rarely,392,Sales,6,1,Medical,1,116,4,Male,90,3,2,Sales Executive,4,Divorced,5120,10060,3,Y,No,12,4,3,80,0,7,3,3,0,0,0,0
36,No,Non-Travel,482,Research & Development,17,2,Medical,1,117,2,Male,50,3,2,Research Scientist,3,Single,4845,18705,0,Y,No,14,3,2,80,1,5,3,4,4,4,2,2
26,No,Travel_Rarely,664,Research & Development,4,3,Life Sciences,1,118,4,Male,84,3,2,Research Scientist,3,Married,4117,20454,0,Y,No,20,3,2,80,1,16,4,3,8,7,0,5
47,Yes,Travel_Rarely,1488,Research & Development,3,5,Life Sciences,1,119,3,Female,31,4,3,Research Scientist,2,Divorced,8055,20696,0,Y,Yes,17,4,2,80,1,7,3,3,1,1,1,1
43,Yes,Travel_Frequently,287,Research & Development,29,4,Life Sciences,1,120,3,Female,32,4,5,Research Director,3,Divorced,11961,11806,5,Y,Yes,22,3,2,80,1,5,5,3,1,1,1,1
44,Yes,Non-Travel,1130,Sales,8,1,Other,1,121,2,Male,42,3,4,Manager,1,Single,9598,21794,2,Y,Yes,16,3,4,80,3,7,6,3,1,1,0,0
28,No,Travel_Rarely,1387,Research & Development,4,4,Life Sciences,1,122,4,Male,50,2,5,Manufacturing Director,4,Married,12367,4078,5,Y,No,14,4,4,80,2,35,5,4,28,8,4,5
49,Yes,Travel_Rarely,280,Human Resources,16,4,Life Sciences,1,123,1,Male,62,3,2,Human Resources,4,Married,5566,21942,2,Y,No,18,3,4,80,1,9,3,4,1,0,0,1
24,Yes,Travel_Rarely,1267,Research & Development,9,3,Life Sciences,1,124,1,Male,49,3,2,Laboratory Technician,4,Single,5309,12036,3,Y,No,24,4,1,80,0,6,3,4,5,1,0,0
42,No,Non-Travel,1393,Human Resources,8,3,Technical Degree,1,125,3,Female,47,3,2,Human Resources,1,Married,4936,5817,4,Y,No,23,3,4,80,1,20,2,4,15,4,2,2
56,Yes,Travel_Frequently,727,Sales,10,3,Marketing,1,126,4,Female,67,3,1,Sales Representative,3,Married,2623,4439,1,Y,No,23,4,3,80,1,8,3,2,0,0,0,0
27,No,Travel_Rarely,571,Research & Development,10,3,Life Sciences,1,127,1,Male,54,4,2,Healthcare Representative,4,Married,4759,8694,1,Y,No,22,3,4,80,0,26,6,4,21,0,2,4
31,Yes,Travel_Rarely,1106,Sales,5,2,Technical Degree,1,128,4,Male,67,3,3,Sales Executive,1,Single,7555,3554,2,Y,No,17,3,3,80,1,18,1,4,17,2,3,3
37,Yes,Travel_Rarely,1102,Research & Development,4,3,Life Sciences,1,129,4,Male,44,2,3,Research Scientist,1,Divorced,7529,9607,0,Y,Yes,16,4,1,80,0,12,4,4,12,0,5,0
32,Yes,Travel_Rarely,1193,Human Resources,19,3,Technical Degree,1,130,3,Male,58,3,1,Human Resources,4,Married,2887,23051,0,Y,No,15,3,3,80,0,3,5,3,1,1,1,1
22,Yes,Travel_Rarely,208,Sales,5,3,Medical,1,131,3,Female,93,4,1,Sales Representative,4,Married,2886,3302,1,Y,Yes,15,3,3,80,0,10,6,2,6,2,0,0
37,Yes,Travel_Rarely,672,Research & Development,1,3,Life Sciences,1,132,2,Male,61,3,1,Healthcare Representative,3,Married,2697,5889,0,Y,No,24,3,4,80,0,14,3,4,8,6,1,4
27,Yes,Travel_Rarely,1156,Sales,5,4,Life Sciences,1,133,2,Male,72,3,2,Sales Executive,1,Divorced,4855,4602,3,Y,No,21,3,4,80,1,34,3,4,25,1,0,1
41,No,Travel_Rarely,622,Research & Development,1,1,Medical,1,134,3,Male,42,3,2,Research Scientist,3,Divorced,5296,3761,1,Y,No,17,3,2,80,2,10,2,3,1,0,0,1
28,Yes,Travel_Rarely,756,Research & Development,10,3,Life Sciences,1,135,1,Male,54,3,5,Manager,2,Married,12463,17056,1,Y,No,21,3,4,80,1,10,4,2,8,0,0,0
51,No,Travel_Rarely,143,Human Resources,1,4,Human Resources,1,136,3,Male,78,3,1,Human Resources,3,Married,2067,11782,2,Y,No,16,3,3,80,1,10,2,4,2,2,0,0
29,Yes,Travel_Rarely,1312,Research & Development,1,3,Marketing,1,137,2,Female,37,4,3,Research Scientist,3,Married,7338,15674,4,Y,No,14,3,1,80,2,10,2,3,1,0,1,1
33,Yes,Travel_Rarely,698,Research & Development,23,4,Medical,1,138,3,Female,57,4,1,Laboratory Technician,3,Single,2533,26217,3,Y,Yes,17,3,3,80,0,6,3,3,3,1,0,2
44,Yes,Travel_Rarely,965,Sales,11,3,Marketing,1,139,3,Male,40,3,2,Sales Representative,4,Single,5364,15002,0,Y,Yes,15,4,2,80,0,18,3,4,9,0,1,0
