Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,Yes,Travel_Rarely,1342,Research & Development,3,4,Other,1,20,2,Female,58,3,1,Laboratory Technician,3,Married,1923,14544,4,Y,Yes,16,4,4,80,0,2,1,4,1,1,1,1
35,Yes,Travel_Rarely,875,Research & Development,7,3,Life Sciences,1,21,1,Female,75,2,2,Healthcare Representative,4,Married,5435,7175,3,Y,No,17,3,3,80,1,13,4,3,7,5,3,0
29,No,Travel_Rarely,657,Research & Development,2,5,Other,1,22,4,Female,33,3,2,Healthcare Representative,2,Divorced,4765,4048,3,Y,No,18,3,3,80,1,8,5,3,6,2,0,1
29,No,Travel_Rarely,493,Sales,10,4,Life Sciences,1,23,4,Male,41,4,5,Manager,3,Single,12173,13598,1,Y,No,13,4,4,80,0,12,2,3,3,3,0,2
23,Yes,Travel_Frequently,372,Research & Development,19,3,Medical,1,24,2,Male,67,2,3,Research Scientist,4,Single,7012,25989,5,Y,No,14,4,4,80,1,7,4,4,0,0,0,0
52,Yes,Travel_Frequently,554,Sales,1,2,Life Sciences,1,25,1,Male,76,4,3,Sales Executive,1,Married,7922,2632,5,Y,Yes,19,3,3,80,1,6,3,4,2,0,2,2
56,No,Travel_Rarely,1381,Sales,14,4,Marketing,1,26,1,Female,63,3,3,Sales Executive,4,Divorced,7074,5805,2,Y,No,22,4,4,80,1,12,3,3,10,4,0,6
37,No,Travel_Rarely,1124,Sales,2,3,Other,1,27,4,Male,71,3,2,Sales Executive,3,Married,4993,9535,1,Y,No,16,3,3,80,0,11,2,3,2,0,0,2
20,No,Travel_Rarely,1074,Research & Development,12,4,Other,1,28,3,Female,51,3,2,Laboratory Technician,4,Married,4955,7504,3,Y,No,11,3,3,80,1,5,3,3,1,1,1,0
33,Yes,Travel_Rarely,968,Research & Development,1,1,Life Sciences,1,29,1,Female,67,3,3,Research Scientist,3,Single,7631,21450,0,Y,No,22,3,1,80,1,10,2,3,1,1,1,0
33,No,Travel_Rarely,184,Research & Development,3,3,Life Sciences,1,30,1,Female,97,3,3,Research Scientist,3,Married,7208,2280,2,Y,No,14,3,3,80,1,8,3,3,2,0,1,2
41,Yes,Travel_Rarely,665,Research & Development,2,4,Technical Degree,1,31,2,Male,59,4,2,Healthcare Representative,1,Divorced,3690,19518,3,Y,Yes,14,3,1,80,3,7,6,2,2,2,2,2
41,No,Travel_Rarely,630,Research & Development,29,5,Medical,1,32,3,Male,72,3,3,Research Scientist,4,Single,7828,4955,3,Y,No,14,3,4,80,2,17,4,2,8,0,3,0
21,Yes,Travel_Rarely,1019,Research & Development,1,4,Medical,1,33,2,Female,48,2,2,Research Scientist,2,Married,4645,23793,1,Y,No,12,3,1,80,1,5,4,2,1,0,0,1
24,No,Travel_Rarely,810,Research & Development,2,4,Life Sciences,1,34,2,Male,78,4,3,Research Scientist,4,Married,7749,6392,2,Y,No,22,3,4,80,0,7,3,4,7,2,0,7
40,Yes,Travel_Rarely,1245,Sales,8,3,Marketing,1,35,2,Female,66,4,3,Sales Executive,1,Married,7904,26854,1,Y,No,14,3,4,80,0,15,4,3,7,1,0,2
36,No,Travel_Rarely,623,Research & Development,2,4,Life Sciences,1,36,2,Female,57,3,2,Laboratory Technician,3,Married,5065,4132,2,Y,No,18,4,4,80,1,10,3,4,8,0,3,3
32,Yes,Travel_Frequently,729,Sales,1,3,Medical,1,37,4,Female,54,1,2,Sales Executive,4,Single,5282,4549,5,Y,No,23,3,4,80,0,9,4,3,0,0,0,0
41,No,Travel_Rarely,224,Sales,1,3,Marketing,1,38,4,Male,72,3,2,Sales Executive,4,Single,5192,24838,2,Y,No,19,4,1,80,1,16,3,4,7,2,4,7
46,Yes,Travel_Rarely,1221,Sales,15,2,Medical,1,39,3,Female,45,3,1,Sales Representative,3,Married,2694,26752,2,Y,Yes,14,3,3,80,1,1,4,3,0,0,0,0
47,No,Travel_Rarely,408,Research & Development,7,5,Life Sciences,1,40,2,Male,59,3,2,Laboratory Technician,3,Single,4236,13122,2,Y,No,16,3,4,80,2,6,3,4,2,2,0,0
36,No,Non-Travel,1081,Sales,1,2,Marketing,1,41,1,Female,94,4,3,Sales Executive,3,Divorced,7242,5991,4,Y,No,18,3,3,80,3,24,3,3,15,0,4,3
37,Yes,Travel_Rarely,952,Research & Development,10,1,Medical,1,42,4,Male,74,3,4,Manufacturing Director,1,Divorced,9437,14835,2,Y,Yes,12,3,1,80,0,36,4,4,30,2,0,9
44,Yes,Non-Travel,173,Research & Development,8,2,Life Sciences,1,43,4,Male,85,1,1,Laboratory Technician,2,Married,2049,6012,1,Y,Yes,17,3,2,80,0,8,5,3,1,0,1,1
42,Yes,Travel_Frequently,1121,Research & Development,6,3,Life Sciences,1,44,2,Male,81,4,4,Manager,2,Divorced,9346,15639,1,Y,No,21,3,2,80,1,8,3,4,6,2,0,6
30,Yes,Travel_Rarely,1290,Sales,11,4,Other,1,45,1,Male,60,3,3,Sales Executive,2,Divorced,7688,10650,1,Y,Yes,13,3,4,80,1,0,2,3,0,0,0,0
32,Yes,Travel_Rarely,1444,Research & Development,1,2,Marketing,1,46,4,Male,87,3,3,Research Scientist,3,Divorced,8145,22369,1,Y,Yes,19,3,3,80,1,8,1,3,0,0,0,0
42,Yes,Travel_Rarely,1162,Sales,8,2,Medical,1,47,3,Male,33,3,2,Sales Executive,3,Single,5038,15800,1,Y,Yes,15,3,1,80,1,5,2,3,1,1,1,1
39,No,Travel_Rarely,730,Sales,4,5,Marketing,1,48,3,Male,60,2,4,Manager,3,Married,10359,16423,8,Y,No,15,3,4,80,0,28,4,3,19,0,1,0
34,Yes,Travel_Frequently,149,Research & Development,9,3,Life Sciences,1,49,2,Male,87,4,3,Research Scientist,1,Single,7266,3960,3,Y,No,15,3,1,80,1,5,5,3,1,1,0,1
41,No,Travel_Rarely,1277,Research & Development,1,3,Life Sciences,1,50,3,Male,71,3,4,Research Director,4,Married,9977,26282,3,Y,No,16,3,1,80,1,2,3,4,0,0,0,0
41,Yes,Travel_Frequently,1160,Human Resources,10,3,Human Resources,1,51,1,Male,47,2,2,Human Resources,3,Married,5290,19453,2,Y,No,12,3,1,80,1,5,3,3,0,0,0,0
37,Yes,Travel_Rarely,282,Sales,6,3,Other,1,52,1,Female,81,3,5,Manager,3,Married,13167,12750,2,Y,No,18,4,2,80,2,1,3,2,0,0,0,0
29,Yes,Travel_Frequently,190,Research & Development,6,3,Life Sciences,1,53,3,Male,53,3,1,Laboratory Technician,2,Single,2386,7638,0,Y,No,16,3,3,80,1,15,4,4,15,0,5,3
42,Yes,Travel_Rarely,521,Research & Development,3,2,Medical,1,54,2,Male,79,4,2,Research Scientist,4,Married,4955,16430,4,Y,Yes,15,3,3,80,2,11,3,4,7,4,0,5
48,No,Travel_Rarely,1082,Research & Development,15,3,Medical,1,55,4,Male,56,3,5,Research Director,3,Married,12735,23231,0,Y,No,11,3,1,80,1,8,3,3,3,0,0,3
35,Yes,Travel_Frequently,913,Research & Development,9,4,Technical Degree,1,56,4,Male,51,2,5,Manager,4,Married,12765,13903,4,Y,No,16,3,4,80,0,21,5,2,14,1,0,0
22,Yes,Non-Travel,728,Sales,16,2,Marketing,1,57,2,Male,48,2,2,Sales Representative,3,Married,4535,13207,3,Y,No,19,3,4,80,0,6,4,4,0,0,0,0
53,Yes,Travel_Frequently,572,Research & Development,15,3,Medical,1,58,3,Male,61,4,1,Healthcare Representative,1,Divorced,1568,13734,5,Y,No,18,3,2,80,2,7,4,3,3,1,3,2
35,Yes,Non-Travel,145,Research & Development,6,4,Technical Degree,1,59,3,Male,38,4,5,Manager,1,Divorced,12047,23023,1,Y,No,16,3,4,80,0,11,4,2,3,1,0,2
45,Yes,Travel_Rarely,792,Research & Development,3,4,Marketing,1,60,1,Male,36,3,2,Laboratory Technician,4,Single,4941,15236,6,Y,No,21,3,3,80,1,13,5,3,10,9,1,5
53,No,Travel_Rarely,670,Research & Development,1,2,Technical Degree,1,61,1,Female,75,4,3,Research Scientist,3,Married,7192,18634,4,Y,No,17,3,4,80,1,20,3,4,19,6,12,3
44,Yes,Travel_Frequently,423,Research & Development,7,3,Medical,1,62,3,Male,79,4,2,Healthcare Representative,1,Single,4916,8988,3,Y,Yes,13,3,4,80,1,14,2,4,5,3,0,3
32,Yes,Travel_Rarely,191,Sales,7,3,Life Sciences,1,63,3,Male,31,1,3,Sales Executive,4,Single,7620,13174,1,Y,No,23,3,3,80,1,4,0,2,0,0,0,0
45,Yes,Travel_Rarely,772,Research & Development,1,2,Life Sciences,1,64,4,Male,96,4,2,Research Scientist,2,Single,5716,2226,3,Y,No,17,4,3,80,1,8,2,2,0,0,0,0
26,Yes,Travel_Rarely,1056,Research & Development,1,2,Life Sciences,1,65,4,Female,66,1,1,Laboratory Technician,1,Single,2686,12499,3,Y,Yes,16,3,2,80,3,3,3,4,3,1,3,1
32,Yes,Travel_Rarely,1304,Research & Development,7,4,Life Sciences,1,66,4,Male,76,4,2,Research Scientist,2,Divorced,5301,19591,0,Y,No,19,4,3,80,0,2,5,4,0,0,0,0
33,Yes,Travel_Rarely,631,Human Resources,2,3,Other,1,67,2,Female,37,4,2,Human Resources,3,Single,5315,2609,4,Y,Yes,24,3,3,80,3,5,4,4,5,3,0,0
40,Yes,Travel_Rarely,1395,Research & Development,1,4,Medical,1,68,4,Male,34,2,1,Healthcare Representative,1,Single,2671,22906,1,Y,Yes,13,3,3,80,1,20,5,3,11,10,0,3
36,Yes,Travel_Rarely,1476,Research & Development,19,4,Medical,1,69,4,Male,78,3,5,Manufacturing Director,1,Single,12224,2917,2,Y,No,19,3,3,80,3,4,3,3,1,1,1,0
59,Yes,Travel_Rarely,562,Human Resources,11,3,Technical Degree,1,70,2,Female,73,3,1,Human Resources,4,Single,2197,15765,8,Y,No,13,3,3,80,1,18,3,3,11,0,5,3
27,No,Non-Travel,727,Sales,7,3,Marketing,1,71,3,Female,71,3,3,Sales Executive,3,Married,7158,22693,0,Y,No,12,3,2,80,0,12,3,4,5,5,3,2
44,Yes,Travel_Frequently,1058,Human Resources,18,3,Human Resources,1,72,4,Male,94,3,2,Human Resources,4,Single,5520,4961,2,Y,Yes,23,3,4,80,2,10,3,2,2,2,0,1
47,Yes,Travel_Frequently,708,Sales,4,3,Marketing,1,73,3,Male,75,2,2,Sales Executive,1,Married,5578,26160,0,Y,Yes,22,3,2,80,3,3,2,1,2,2,1,0
50,No,Travel_Rarely,1091,Research & Development,1,2,Medical,1,74,4,Male,78,3,5,Manufacturing Director,4,Divorced,12385,7409,1,Y,No,21,3,1,80,0,15,3,3,10,1,9,1
32,Yes,Travel_Frequently,925,Human Resources,29,2,Human Resources,1,75,2,Male,96,3,1,Human Resources,3,Divorced,1948,5673,2,Y,No,17,3,4,80,0,9,5,4,0,0,0,0
46,Yes,Travel_Rarely,339,Sales,2,3,Marketing,1,76,1,Male,72,2,3,Sales Executive,2,Divorced,7172,24527,5,Y,No,19,3,3,80,0,2,5,3,2,1,1,2
38,Yes,Travel_Rarely,1003,Human Resources,5,3,Other,1,77,3,Male,79,3,1,Human Resources,4,Divorced,2389,6672,2,Y,Yes,23,3,3,80,0,19,3,3,10,0,0,1
46,Yes,Travel_Frequently,1298,Research & Development,1,2,Technical Degree,1,78,1,Female,49,2,1,Laboratory Technician,1,Divorced,2927,17530,3,Y,Yes,14,3,1,80,1,15,4,2,11,5,4,4
39,No,Travel_Rarely,843,Sales,11,4,Life Sciences,1,79,3,Female,47,3,2,Sales Representative,3,Married,5218,2503,2,Y,No,19,4,1,80,1,6,3,3,3,3,0,3
41,Yes,Travel_Frequently,1076,Sales,26,4,Marketing,1,80,2,Male,30,4,3,Sales Executive,3,Single,7152,22997,4,Y,No,13,3,1,80,1,10,5,2,3,3,0,2
36,Yes,Travel_Rarely,339,Sales,7,1,Life Sciences,1,81,1,Male,62,4,1,Sales Representative,3,Single,2736,13651,3,Y,No,15,4,2,80,0,24,3,3,18,3,3,0
23,No,Travel_Rarely,1354,Research & Development,3,2,Medical,1,82,4,Female,44,4,4,Manager,2,Divorced,10264,13333,1,Y,No,15,3,4,80,2,10,3,3,5,2,0,1
46,No,Travel_Rarely,800,Research & Development,10,2,Life Sciences,1,83,3,Female,54,2,3,Research Scientist,2,Married,7064,11403,2,Y,No,11,3,3,80,1,3,4,3,2,2,0,2
39,Yes,Travel_Rarely,331,Human Resources,3,2,Technical Degree,1,84,3,Male,75,4,1,Human Resources,2,Single,3280,14724,2,Y,No,19,4,1,80,0,5,4,3,3,0,0,2
23,Yes,Travel_Rarely,1108,Research & Development,13,3,Life Sciences,1,85,3,Female,50,4,5,Research Director,1,Married,12779,18830,1,Y,No,17,3,1,80,2,8,3,3,0,0,0,0
50,No,Travel_Rarely,1066,Research & Development,3,3,Life Sciences,1,86,3,Male,73,3,3,Research Scientist,3,Married,7328,15616,0,Y,No,18,3,4,80,0,7,3,3,2,2,2,2
48,Yes,Travel_Rarely,788,Research & Development,4,3,Life Sciences,1,87,4,Male,60,4,2,Healthcare Representative,3,Divorced,5506,22259,2,Y,Yes,22,3,3,80,0,10,1,3,2,0,2,2
46,Yes,Travel_Frequently,1298,Research & Development,10,2,Medical,1,88,1,Female,48,3,2,Healthcare Representative,2,Single,5402,23207,4,Y,No,20,3,3,80,1,18,6,4,10,2,2,0
55,Yes,Travel_Rarely,885,Research & Development,1,1,Life Sciences,1,89,4,Female,77,2,5,Manufacturing Director,3,Married,12427,8309,5,Y,No,15,3,1,80,0,9,2,2,0,0,0,0
34,Yes,Travel_Rarely,1295,Human Resources,6,2,Marketing,1,90,2,Female,64,3,1,Human Resources,3,Single,2680,3186,0,Y,No,15,3,1,80,0,8,6,3,5,4,3,1
32,Yes,Travel_Rarely,1085,Research & Development,1,4,Life Sciences,1,91,3,Male,65,3,2,Research Scientist,2,Single,5781,16468,1,Y,No,23,3,1,80,0,1,2,4,1,0,1,0
53,Yes,Travel_Rarely,979,Human Resources,3,3,Human Resources,1,92,4,Male,34,4,1,Human Resources,2,Divorced,2514,16964,3,Y,Yes,15,3,2,80,0,16,4,4,7,0,0,0
28,Yes,Travel_Rarely,286,Research & Development,6,2,Technical Degree,1,93,2,Male,56,2,1,Laboratory Technician,1,Single,2254,17262,0,Y,No,11,3,2,80,1,5,1,3,1,1,1,0
37,Yes,Travel_Frequently,1243,Research & Development,5,2,Life Sciences,1,94,1,Female,50,4,5,Manager,4,Married,12461,9633,2,Y,No,17,3,4,80,0,25,1,2,16,4,1,1
42,Yes,Travel_Frequently,778,Research & Development,1,2,Life Sciences,1,95,4,Female,66,3,5,Manager,2,Married,12482,6413,3,Y,Yes,18,4,4,80,3,8,5,2,6,5,0,6
39,Yes,Non-Travel,1065,Research & Development,7,4,Life Sciences,1,96,4,Male,97,2,3,Research Scientist,4,Single,7498,22017,0,Y,No,21,3,4,80,0,5,3,4,0,0,0,0
37,No,Travel_Rarely,1190,Research & Development,14,4,Life Sciences,1,97,4,Male,68,3,2,Healthcare Representative,4,Divorced,5370,24108,1,Y,No,22,3,4,80,0,7,5,4,2,2,0,0
36,Yes,Travel_Rarely,1244,Research & Development,1,1,Life Sciences,1,98,1,Male,52,3,5,Manufacturing Director,2,Married,11719,26164,4,Y,Yes,11,3,4,80,2,11,3,3,2,1,2,2
27,Yes,Travel_Rarely,1056,Sales,7,5,Life Sciences,1,99,3,Male,54,2,2,Sales Executive,3,Single,4934,6689,5,Y,No,15,3,4,80,3,6,3,4,3,3,0,3
38,Yes,Travel_Rarely,596,Sales,3,1,Other,1,100,3,Male,30,4,1,Sales Representative,1,Divorced,2555,14582,5,Y,No,18,3,1,80,0,9,2,3,0,0,0,0
56,Yes,Travel_Rarely,396,Sales,9,3,Marketing,1,101,4,Male,41,3,2,Sales Representative,3,Single,5146,6141,2,Y,Yes,16,3,1,80,0,19,4,3,10,4,0,4
34,Yes,Travel_Frequently,1445,Sales,11,4,Marketing,1,102,1,Male,79,3,3,Sales Executive,3,Divorced,7530,2711,2,Y,No,24,3,3,80,0,12,5,2,10,0,1,6
37,Yes,Travel_Rarely,998,Research & Development,4,4,Technical Degree,1,103,3,Male,35,3,1,Laboratory Technician,2,Single,3407,11491,3,Y,No,13,3,3,80,0,5,5,4,3,3,1,0
43,No,Travel_Rarely,1357,Sales,3,1,Technical Degree,1,104,1,Male,95,3,2,Sales Representative,3,Married,4705,9817,0,Y,No,24,4,2,80,1,28,3,3,22,4,1,0
28,No,Travel_Frequently,236,Research & Development,4,4,Technical Degree,1,105,3,Female,40,3,3,Research Scientist,2,Married,7271,7011,1,Y,No,22,3,4,80,1,15,3,4,12,0,1,7
30,Yes,Travel_Rarely,944,Sales,1,1,Marketing,1,106,2,Male,95,3,2,Sales Executive,4,Single,4770,3241,3,Y,Yes,19,3,1,80,0,4,4,3,1,1,0,0
36,Yes,Travel_Rarely,999,Sales,1,3,Other,1,107,2,Male,56,3,2,Sales Executive,1,Single,4824,16745,2,Y,Yes,20,3,1,80,1,9,3,3,1,1,1,1
52,Yes,Travel_Rarely,715,Research & Development,6,3,Other,1,108,3,Female,31,2,1,Healthcare Representative,1,Married,3112,22621,1,Y,Yes,17,3,1,80,0,16,2,3,13,1,6,8
26,Yes,Travel_Frequently,706,Research & Development,14,1,Technical Degree,1,109,3,Male,51,3,2,Laboratory Technician,2,Married,5706,6865,3,Y,No,16,3,1,80,0,5,3,3,0,0,0,0
21,Yes,Travel_Rarely,718,Research & Development,19,3,Technical Degree,1,110,2,Male,62,3,2,Research Scientist,1,Married,5652,10378,0,Y,No,20,3,4,80,0,6,3,4,2,1,2,0
40,Yes,Travel_Frequently,1204,Research & Development,4,4,Other,1,111,4,Female,98,3,1,Healthcare Representative,2,Divorced,2690,21238,6,Y,Yes,20,3,4,80,1,1,3,4,0,0,0,0
38,Yes,Travel_Rarely,752,Sales,2,3,Technical Degree,1,112,4,Female,97,3,3,Sales Executive,4,Divorced,6970,6750,2,Y,Yes,21,3,3,80,1,5,4,4,4,1,0,0
22,Yes,Non-Travel,852,Research & Development,12,3,Medical,1,113,1,Male,54,4,3,Research Scientist,2,Divorced,7351,4109,3,Y,No,21,3,2,80,2,3,3,2,0,0,0,0
25,No,Travel_Frequently,407,Sales,12,3,Life Sciences,1,114,2,Male,38,4,2,Sales Representative,3,Married,5601,13639,2,Y,No,21,3,4,80,1,12,3,3,10,2,0,2
26,No,Travel_Rarely,654,Research & Development,1,4,Medical,1,115,3,Male,95,2,3,Research Scientist,2,Married,7196,15511,4,Y,No,14,3,2,80,1,35,3,4,29,0,5,5
33,Yes,Travel_Rarely,1070,Sales,4,1,Medical,1,116,1,Female,34,4,1,Sales Representative,1,Married,2664,7708,2,Y,No,16,3,3,80,1,3,2,4,3,1,0,0
41,Yes,Travel_Frequently,937,Sales,17,5,Technical Degree,1,117,2,Female,48,3,2,Sales Executive,3,Married,5363,17061,0,Y,Yes,13,4,3,80,1,5,3,3,3,3,1,1
27,Yes,Travel_Rarely,423,Sales,1,1,Other,1,118,2,Female,82,3,3,Sales Executive,4,Single,8078,17204,3,Y,Yes,14,3,3,80,0,18,3,4,17,0,5,13
38,No,Travel_Rarely,701,Research & Development,3,4,Life Sciences,1,119,1,Male,82,3,2,Research Scientist,3,Married,5030,15891,0,Y,No,20,3,2,80,1,14,3,2,8,2,0,0
34,Yes,Travel_Rarely,1235,Research & Development,11,4,Other,1,120,4,Female,86,2,2,Laboratory Technician,4,Married,4726,11406,2,Y,Yes,16,3,3,80,1,5,3,3,5,3,1,5
40,Yes,Travel_Rarely,253,Human Resources,9,3,Human Resources,1,121,3,Male,30,4,1,Human Resources,3,Single,2727,12960,1,Y,No,11,3,1,80,0,7,4,4,2,2,0,0
30,Yes,Travel_Rarely,660,Sales,1,3,Life Sciences,1,122,1,Male,64,3,3,Sales Executive,3,Single,6921,23369,5,Y,No,20,3,2,80,1,10,1,3,3,1,1,0
37,Yes,Travel_Rarely,877,Sales,16,3,Other,1,123,4,Female,69,3,2,Sales Representative,3,Single,5322,26268,2,Y,Yes,11,4,1,80,0,19,2,3,16,6,1,0
44,Yes,Travel_Rarely,1189,Sales,2,4,Medical,1,124,4,Male,76,3,1,Sales Representative,3,Divorced,3054,17574,3,Y,No,13,3,4,80,0,6,2,2,0,0,0,0
49,Yes,Travel_Rarely,871,Research & Development,4,5,Technical Degree,1,125,2,Female,77,4,1,Laboratory Technician,4,Single,2688,3522,4,Y,No,18,3,3,80,0,3,4,4,2,2,0,2
32,Yes,Travel_Rarely,645,Research & Development,29,3,Medical,1,126,3,Female,69,3,5,Manufacturing Director,3,Single,12457,10336,1,Y,Yes,18,3,3,80,0,7,3,3,6,1,1,6
42,No,Travel_Rarely,946,Research & Development,11,3,Marketing,1,127,3,Male,62,3,3,Research Scientist,3,Single,7587,7908,2,Y,No,22,3,3,80,1,6,4,2,0,0,0,0
46,Yes,Travel_Rarely,294,Research & Development,17,2,Life Sciences,1,128,4,Male,32,4,1,Laboratory Technician,3,Married,2826,8372,2,Y,Yes,20,3,2,80,1,11,2,3,3,2,3,2
48,No,Travel_Rarely,522,Sales,8,1,Medical,1,129,4,Male,71,4,1,Sales Representative,3,Single,2592,22481,1,Y,No,23,3,3,80,2,17,3,3,12,1,0,0
40,Yes,Travel_Rarely,439,Sales,11,3,Marketing,1,130,4,Male,43,3,2,Sales Executive,1,Single,5268,14684,2,Y,No,11,3,4,80,1,6,5,4,0,0,0,0
55,Yes,Travel_Rarely,1225,Research & Development,10,3,Life Sciences,1,131,2,Female,47,4,1,Healthcare Representative,3,Married,2215,20346,2,Y,No,11,3,3,80,2,13,2,2,11,0,1,1
32,Yes,Travel_Frequently,455,Sales,4,4,Life Sciences,1,132,3,Male,92,3,2,Sales Executive,1,Single,5594,19095,2,Y,No,15,3,2,80,3,4,2,4,2,2,1,0
42,Yes,Travel_Frequently,651,Research & Development,1,2,Technical Degree,1,133,1,Male,64,3,1,Laboratory Technician,1,Married,3133,23482,6,Y,No,19,3,2,80,0,30,2,3,30,1,0,0
37,Yes,Non-Travel,285,Research & Development,6,4,Life Sciences,1,134,1,Female,92,2,5,Manager,4,Single,13116,21786,4,Y,No,18,4,4,80,1,6,1,1,5,1,0,5
33,No,Travel_Rarely,363,Human Resources,10,4,Human Resources,1,135,2,Male,84,4,4,Manager,3,Married,9518,12995,4,Y,No,21,3,4,80,1,4,2,3,1,1,1,1
47,Yes,Travel_Rarely,1032,Research & Development,1,1,Life Sciences,1,136,1,Male,77,4,2,Healthcare Representative,4,Married,4743,19292,1,Y,Yes,17,4,3,80,1,14,4,3,11,5,3,5
34,Yes,Non-Travel,1208,Sales,10,1,Technical Degree,1,137,2,Female,44,4,5,Manager,2,Single,13013,10755,1,Y,Yes,16,3,3,80,1,9,3,4,2,2,2,2
41,Yes,Travel_Rarely,852,Sales,4,2,Medical,1,138,3,Male,70,4,1,Sales Representative,2,Married,1418,23805,2,Y,No,21,3,4,80,1,5,5,3,2,0,0,2
22,No,Travel_Rarely,1496,Sales,1,3,Marketing,1,139,4,Male,53,3,2,Sales Representative,4,Married,4990,24366,4,Y,No,11,3,3,80,1,17,3,4,13,0,0,2
